,Features,L1,L2,Win1,Win2,DirectionalWin1,DirectionalWin2,WeightedWin1,WeightedWin2,Prediction
4180,ThreeMonthBefore+NumTweets_Week1_LogDelta+NumDistinctUsers_Week1_LogDelta+NumTweets_Week2_LogDelta+NumDistinctUsers_Week2_LogDelta,66.51628475,77.7846277,4,2,7,7,-38.54465835,-28.13733683,151.4558731
4181,ThreeMonthBefore+NumTweets_Week1_Log+NumDistinctUsers_Week1_Log+NumTweets_Week2_Log+NumDistinctUsers_Week2_Log+NumTweets_Week1_LogDelta+NumDistinctUsers_Week1_LogDelta+NumTweets_Week2_LogDelta+NumDistinctUsers_Week2_LogDelta,58.31705921,68.96105846,5,2,8,7,-19.48407577,-8.924714753,172.4556568
4182,ThreeMonthBefore+NumTweets_Month1_Log+NumDistinctUsers_Month1_Log+NumTweets_Week1_Log+NumDistinctUsers_Week1_Log+NumTweets_Week2_Log+NumDistinctUsers_Week2_Log,46.33034971,59.07825806,6,4,8,7,206.4674185,406.7201428,196.2779201
4183,ThreeMonthBefore+NumTweets_Month1_LogDelta+NumDistinctUsers_Month1_LogDelta+NumTweets_Week1_LogDelta+NumDistinctUsers_Week1_LogDelta+NumTweets_Week2_LogDelta+NumDistinctUsers_Week2_LogDelta,66.48546394,76.88323432,3,2,7,7,-38.08437719,-29.44833616,163.0534681
4184,ThreeMonthBefore+NumTweets_Month2_Log+NumDistinctUsers_Month2_Log+NumTweets_Week1_Log+NumDistinctUsers_Week1_Log+NumTweets_Week2_Log+NumDistinctUsers_Week2_Log,57.80218823,68.39448795,4,2,7,7,3.120069659,46.14521977,169.3133899
4185,ThreeMonthBefore+NumTweets_Month2_LogDelta+NumDistinctUsers_Month2_LogDelta+NumTweets_Week1_LogDelta+NumDistinctUsers_Week1_LogDelta+NumTweets_Week2_LogDelta+NumDistinctUsers_Week2_LogDelta,66.00336762,78.04470186,4,2,7,7,-37.74695664,-26.62199991,153.1358144
4186,ThreeMonthBefore+NumTweets_Month1_Log+NumDistinctUsers_Month1_Log+NumTweets_Month2_Log+NumDistinctUsers_Month2_Log+NumTweets_Week1_Log+NumDistinctUsers_Week1_Log+NumTweets_Week2_Log+NumDistinctUsers_Week2_Log,44.86469848,56.78768768,5,6,7,8,93.73307493,209.3140476,213.4220867
4187,ThreeMonthBefore+NumTweets_Month1_LogDelta+NumDistinctUsers_Month1_LogDelta+NumTweets_Month2_LogDelta+NumDistinctUsers_Month2_LogDelta+NumTweets_Week1_LogDelta+NumDistinctUsers_Week1_LogDelta+NumTweets_Week2_LogDelta+NumDistinctUsers_Week2_LogDelta,65.30626051,76.85351356,3,2,7,7,-37.30559787,-28.28427591,166.0881247
4188,ThreeMonthBefore+NumDistinctTweets_Month1_Log+NumDistinctUsers_Month1_Log,60.1083133,69.59281944,4,2,7,7,-30.75954925,-24.01344998,180.2300273
4189,ThreeMonthBefore+NumDistinctTweets_Month1_LogDelta+NumDistinctUsers_Month1_LogDelta,66.05429766,76.52913933,4,2,7,7,-38.27292243,-27.94208216,158.775108
4190,ThreeMonthBefore+NumDistinctTweets_Month1_Log+NumDistinctUsers_Month1_Log+NumDistinctTweets_Month1_LogDelta+NumDistinctUsers_Month1_LogDelta,62.51172719,71.24380162,4,2,7,7,-31.89719713,-25.98145251,181.305914
4191,ThreeMonthBefore+NumDistinctTweets_Month2_Log+NumDistinctUsers_Month2_Log,63.13981035,72.66364349,4,2,7,7,-32.77925265,-26.20085821,165.0253525
4192,ThreeMonthBefore+NumDistinctTweets_Month2_LogDelta+NumDistinctUsers_Month2_LogDelta,64.07022696,75.37817237,4,2,7,7,-34.61155975,-24.9682982,168.2559466
4193,ThreeMonthBefore+NumDistinctTweets_Month2_Log+NumDistinctUsers_Month2_Log+NumDistinctTweets_Month2_LogDelta+NumDistinctUsers_Month2_LogDelta,56.80593329,67.38662565,4,3,7,7,-25.6992078,-19.28984751,188.3131912
4194,ThreeMonthBefore+NumDistinctTweets_Month1_Log+NumDistinctUsers_Month1_Log+NumDistinctTweets_Month2_Log+NumDistinctUsers_Month2_Log,62.59839557,71.33974246,4,2,7,7,-32.02343707,-26.09423757,181.655761
4195,ThreeMonthBefore+NumDistinctTweets_Month1_LogDelta+NumDistinctUsers_Month1_LogDelta+NumDistinctTweets_Month2_LogDelta+NumDistinctUsers_Month2_LogDelta,59.10748912,72.51607354,4,2,7,7,-28.46810391,-19.14576986,175.7408664
4196,ThreeMonthBefore+NumDistinctTweets_Month1_Log+NumDistinctUsers_Month1_Log+NumDistinctTweets_Month2_Log+NumDistinctUsers_Month2_Log+NumDistinctTweets_Month1_LogDelta+NumDistinctUsers_Month1_LogDelta+NumDistinctTweets_Month2_LogDelta+NumDistinctUsers_Month2_LogDelta,55.59129114,69.21756301,5,4,7,7,69.42685731,163.2638639,212.4874658
4197,ThreeMonthBefore+NumDistinctTweets_Week1_Log+NumDistinctUsers_Week1_Log,64.86975939,75.26033966,4,2,7,7,-35.65853872,-26.63921232,163.4556753
4198,ThreeMonthBefore+NumDistinctTweets_Week1_LogDelta+NumDistinctUsers_Week1_LogDelta,66.33602641,77.03256625,4,2,7,7,-38.16946306,-27.58840254,154.7259251
4199,ThreeMonthBefore+NumDistinctTweets_Week1_Log+NumDistinctUsers_Week1_Log+NumDistinctTweets_Week1_LogDelta+NumDistinctUsers_Week1_LogDelta,67.67060724,77.28188558,4,2,7,7,-35.66801253,-27.9532265,163.4618206
4200,ThreeMonthBefore+NumDistinctTweets_Month1_Log+NumDistinctUsers_Month1_Log+NumDistinctTweets_Week1_Log+NumDistinctUsers_Week1_Log,59.12887932,67.57684708,4,2,7,7,-28.93457855,-24.2460961,180.6625161
4201,ThreeMonthBefore+NumDistinctTweets_Month1_LogDelta+NumDistinctUsers_Month1_LogDelta+NumDistinctTweets_Week1_LogDelta+NumDistinctUsers_Week1_LogDelta,66.22613067,76.02242461,4,2,7,7,-39.35937271,-28.5171621,162.0761065
4202,ThreeMonthBefore+NumDistinctTweets_Month1_Log+NumDistinctUsers_Month1_Log+NumDistinctTweets_Week1_Log+NumDistinctUsers_Week1_Log+NumDistinctTweets_Month1_LogDelta+NumDistinctUsers_Month1_LogDelta+NumDistinctTweets_Week1_LogDelta+NumDistinctUsers_Week1_LogDelta,54.29474882,63.68780844,6,3,7,7,-23.83773806,-21.69282365,201.4350448
4203,ThreeMonthBefore+NumDistinctTweets_Month2_Log+NumDistinctUsers_Month2_Log+NumDistinctTweets_Week1_Log+NumDistinctUsers_Week1_Log,63.37659863,73.01688357,4,2,7,7,-32.40411939,-26.32570046,166.110047
4204,ThreeMonthBefore+NumDistinctTweets_Month2_LogDelta+NumDistinctUsers_Month2_LogDelta+NumDistinctTweets_Week1_LogDelta+NumDistinctUsers_Week1_LogDelta,57.78401143,72.88126767,4,3,7,7,-19.23471686,-9.701467824,175.6908338
4205,ThreeMonthBefore+NumDistinctTweets_Month2_Log+NumDistinctUsers_Month2_Log+NumDistinctTweets_Week1_Log+NumDistinctUsers_Week1_Log+NumDistinctTweets_Month2_LogDelta+NumDistinctUsers_Month2_LogDelta+NumDistinctTweets_Week1_LogDelta+NumDistinctUsers_Week1_LogDelta,48.46805848,61.45228328,5,3,8,7,-13.17797032,-18.61737677,194.0912685
4206,ThreeMonthBefore+NumDistinctTweets_Month1_Log+NumDistinctUsers_Month1_Log+NumDistinctTweets_Month2_Log+NumDistinctUsers_Month2_Log+NumDistinctTweets_Week1_Log+NumDistinctUsers_Week1_Log,58.98018847,66.54314637,4,3,7,7,-31.95776491,-26.29877218,200.2726445
4207,ThreeMonthBefore+NumDistinctTweets_Month1_LogDelta+NumDistinctUsers_Month1_LogDelta+NumDistinctTweets_Month2_LogDelta+NumDistinctUsers_Month2_LogDelta+NumDistinctTweets_Week1_LogDelta+NumDistinctUsers_Week1_LogDelta,57.40578315,71.06472883,4,3,7,7,-31.35475148,-21.56352005,180.6514716
4208,ThreeMonthBefore+NumDistinctTweets_Week2_Log+NumDistinctUsers_Week2_Log,62.40223246,72.56078308,4,2,7,7,-34.30408405,-24.45215723,168.3937143
4209,ThreeMonthBefore+NumDistinctTweets_Week2_LogDelta+NumDistinctUsers_Week2_LogDelta,65.71269282,76.7651057,4,2,7,7,-38.20904618,-27.3786706,154.0063434
4210,ThreeMonthBefore+NumDistinctTweets_Week2_Log+NumDistinctUsers_Week2_Log+NumDistinctTweets_Week2_LogDelta+NumDistinctUsers_Week2_LogDelta,60.77243119,71.39122511,4,2,7,7,-32.70346985,-23.0962962,167.5452547
4211,ThreeMonthBefore+NumDistinctTweets_Month1_Log+NumDistinctUsers_Month1_Log+NumDistinctTweets_Week2_Log+NumDistinctUsers_Week2_Log,54.75126919,64.43341697,4,2,7,7,-22.87204382,-21.04020806,183.7346895
4212,ThreeMonthBefore+NumDistinctTweets_Month1_LogDelta+NumDistinctUsers_Month1_LogDelta+NumDistinctTweets_Week2_LogDelta+NumDistinctUsers_Week2_LogDelta,67.00106015,76.87069086,3,2,7,7,-38.95733252,-29.88157396,163.9541133
4213,ThreeMonthBefore+NumDistinctTweets_Month1_Log+NumDistinctUsers_Month1_Log+NumDistinctTweets_Week2_Log+NumDistinctUsers_Week2_Log+NumDistinctTweets_Month1_LogDelta+NumDistinctUsers_Month1_LogDelta+NumDistinctTweets_Week2_LogDelta+NumDistinctUsers_Week2_LogDelta,48.77979095,60.13903768,5,4,7,7,-14.54801553,-13.662898,198.3336562
4214,ThreeMonthBefore+NumDistinctTweets_Month2_Log+NumDistinctUsers_Month2_Log+NumDistinctTweets_Week2_Log+NumDistinctUsers_Week2_Log,63.86653855,72.84522063,4,2,7,7,-33.09673593,-26.3545941,169.2987382
4215,ThreeMonthBefore+NumDistinctTweets_Month2_LogDelta+NumDistinctUsers_Month2_LogDelta+NumDistinctTweets_Week2_LogDelta+NumDistinctUsers_Week2_LogDelta,60.23200995,73.64401843,4,3,7,7,-31.54512739,-22.82829051,172.5269962
4216,ThreeMonthBefore+NumDistinctTweets_Month2_Log+NumDistinctUsers_Month2_Log+NumDistinctTweets_Week2_Log+NumDistinctUsers_Week2_Log+NumDistinctTweets_Month2_LogDelta+NumDistinctUsers_Month2_LogDelta+NumDistinctTweets_Week2_LogDelta+NumDistinctUsers_Week2_LogDelta,53.97040057,65.91437479,4,3,7,7,-20.95743488,-14.25090339,188.3058674
4217,ThreeMonthBefore+NumDistinctTweets_Month1_Log+NumDistinctUsers_Month1_Log+NumDistinctTweets_Month2_Log+NumDistinctUsers_Month2_Log+NumDistinctTweets_Week2_Log+NumDistinctUsers_Week2_Log,50.42877987,60.52895014,5,4,7,7,-18.36982449,-19.66515121,205.1500977
4218,ThreeMonthBefore+NumDistinctTweets_Month1_LogDelta+NumDistinctUsers_Month1_LogDelta+NumDistinctTweets_Month2_LogDelta+NumDistinctUsers_Month2_LogDelta+NumDistinctTweets_Week2_LogDelta+NumDistinctUsers_Week2_LogDelta,58.13218458,71.91913652,4,3,7,7,-30.13106085,-25.40931628,186.3683764
4219,ThreeMonthBefore+NumDistinctTweets_Week1_Log+NumDistinctUsers_Week1_Log+NumDistinctTweets_Week2_Log+NumDistinctUsers_Week2_Log,61.77441302,71.24145476,4,2,7,7,-31.33274145,-20.35752577,160.7946816
4220,ThreeMonthBefore+NumDistinctTweets_Week1_LogDelta+NumDistinctUsers_Week1_LogDelta+NumDistinctTweets_Week2_LogDelta+NumDistinctUsers_Week2_LogDelta,65.62464945,76.79692209,4,2,7,7,-38.33663435,-28.09337592,156.6463728
4221,ThreeMonthBefore+NumDistinctTweets_Week1_Log+NumDistinctUsers_Week1_Log+NumDistinctTweets_Week2_Log+NumDistinctUsers_Week2_Log+NumDistinctTweets_Week1_LogDelta+NumDistinctUsers_Week1_LogDelta+NumDistinctTweets_Week2_LogDelta+NumDistinctUsers_Week2_LogDelta,61.40655533,70.60916488,5,2,7,7,-30.27218463,-27.314875,164.6100752
4222,ThreeMonthBefore+NumDistinctTweets_Month1_Log+NumDistinctUsers_Month1_Log+NumDistinctTweets_Week1_Log+NumDistinctUsers_Week1_Log+NumDistinctTweets_Week2_Log+NumDistinctUsers_Week2_Log,57.78497328,66.34028003,4,2,7,7,-25.4196693,-23.27998195,181.0229486
4223,ThreeMonthBefore+NumDistinctTweets_Month1_LogDelta+NumDistinctUsers_Month1_LogDelta+NumDistinctTweets_Week1_LogDelta+NumDistinctUsers_Week1_LogDelta+NumDistinctTweets_Week2_LogDelta+NumDistinctUsers_Week2_LogDelta,65.32660224,75.5404261,3,2,7,7,-38.63012151,-30.07014658,171.8813645
4224,ThreeMonthBefore+NumDistinctTweets_Month2_Log+NumDistinctUsers_Month2_Log+NumDistinctTweets_Week1_Log+NumDistinctUsers_Week1_Log+NumDistinctTweets_Week2_Log+NumDistinctUsers_Week2_Log,66.93658103,74.86487926,3,2,6,7,-36.23334304,-27.57384352,160.9353712
4225,ThreeMonthBefore+NumDistinctTweets_Month2_LogDelta+NumDistinctUsers_Month2_LogDelta+NumDistinctTweets_Week1_LogDelta+NumDistinctUsers_Week1_LogDelta+NumDistinctTweets_Week2_LogDelta+NumDistinctUsers_Week2_LogDelta,57.90008235,72.95220652,4,3,7,7,38.64393525,114.6567357,175.5585646
4226,ThreeMonthBefore+NumDistinctTweets_Month1_Log+NumDistinctUsers_Month1_Log+NumDistinctTweets_Month2_Log+NumDistinctUsers_Month2_Log+NumDistinctTweets_Week1_Log+NumDistinctUsers_Week1_Log+NumDistinctTweets_Week2_Log+NumDistinctUsers_Week2_Log,54.40141163,63.44254942,5,4,7,7,-26.98968058,-22.61822192,218.7518675
4227,ThreeMonthBefore+NumDistinctTweets_Month1_LogDelta+NumDistinctUsers_Month1_LogDelta+NumDistinctTweets_Month2_LogDelta+NumDistinctUsers_Month2_LogDelta+NumDistinctTweets_Week1_LogDelta+NumDistinctUsers_Week1_LogDelta+NumDistinctTweets_Week2_LogDelta+NumDistinctUsers_Week2_LogDelta,55.75831138,70.10409718,4,4,7,7,-36.12326184,-24.03899601,184.6654769
4228,ThreeMonthBefore+NumTweets_Month1_Log+NumDistinctTweets_Month1_Log+NumDistinctUsers_Month1_Log,54.67535364,64.84034566,4,2,7,7,-24.15046472,-17.82460625,193.1418265
4229,ThreeMonthBefore+NumTweets_Month1_LogDelta+NumDistinctTweets_Month1_LogDelta+NumDistinctUsers_Month1_LogDelta,66.05938634,76.56780772,4,2,7,7,-38.34141179,-27.97182714,158.5612983
4230,ThreeMonthBefore+NumTweets_Month1_Log+NumDistinctTweets_Month1_Log+NumDistinctUsers_Month1_Log+NumTweets_Month1_LogDelta+NumDistinctTweets_Month1_LogDelta+NumDistinctUsers_Month1_LogDelta,56.45639916,65.49949126,4,2,7,7,-25.12294071,-21.36173503,198.2029028
4231,ThreeMonthBefore+NumTweets_Month2_Log+NumDistinctTweets_Month2_Log+NumDistinctUsers_Month2_Log,58.53184151,68.52884908,4,2,7,7,-27.81317352,-22.27935948,173.2250484
4232,ThreeMonthBefore+NumTweets_Month2_LogDelta+NumDistinctTweets_Month2_LogDelta+NumDistinctUsers_Month2_LogDelta,64.12839915,75.51607442,4,2,7,7,-34.63152735,-24.96419193,168.2524828
4233,ThreeMonthBefore+NumTweets_Month2_Log+NumDistinctTweets_Month2_Log+NumDistinctUsers_Month2_Log+NumTweets_Month2_LogDelta+NumDistinctTweets_Month2_LogDelta+NumDistinctUsers_Month2_LogDelta,50.63008384,62.95199259,4,4,7,7,-13.6428222,-2.906076293,196.0998484
4234,ThreeMonthBefore+NumTweets_Month1_Log+NumDistinctTweets_Month1_Log+NumDistinctUsers_Month1_Log+NumTweets_Month2_Log+NumDistinctTweets_Month2_Log+NumDistinctUsers_Month2_Log,56.57669839,65.64617634,4,2,7,7,-25.3475129,-21.57470963,198.1176675
4235,ThreeMonthBefore+NumTweets_Month1_LogDelta+NumDistinctTweets_Month1_LogDelta+NumDistinctUsers_Month1_LogDelta+NumTweets_Month2_LogDelta+NumDistinctTweets_Month2_LogDelta+NumDistinctUsers_Month2_LogDelta,58.71401466,72.29637883,4,3,7,7,-27.38734923,-17.84757329,178.3907399
4236,ThreeMonthBefore+NumTweets_Week1_Log+NumDistinctTweets_Week1_Log+NumDistinctUsers_Week1_Log,64.92971513,75.1962358,4,2,7,7,-35.57070905,-26.76248995,165.0536629
4237,ThreeMonthBefore+NumTweets_Week1_LogDelta+NumDistinctTweets_Week1_LogDelta+NumDistinctUsers_Week1_LogDelta,67.24925327,77.99267276,4,2,7,7,-39.37921005,-28.42045382,151.9690742
4238,ThreeMonthBefore+NumTweets_Week1_Log+NumDistinctTweets_Week1_Log+NumDistinctUsers_Week1_Log+NumTweets_Week1_LogDelta+NumDistinctTweets_Week1_LogDelta+NumDistinctUsers_Week1_LogDelta,65.64168435,75.14878574,4,2,7,7,-34.01347132,-26.96955637,167.7286572
4239,ThreeMonthBefore+NumTweets_Month1_Log+NumDistinctTweets_Month1_Log+NumDistinctUsers_Month1_Log+NumTweets_Week1_Log+NumDistinctTweets_Week1_Log+NumDistinctUsers_Week1_Log,54.054151,63.21356087,4,2,7,7,-23.13283189,-19.37059686,197.843474
4240,ThreeMonthBefore+NumTweets_Month1_LogDelta+NumDistinctTweets_Month1_LogDelta+NumDistinctUsers_Month1_LogDelta+NumTweets_Week1_LogDelta+NumDistinctTweets_Week1_LogDelta+NumDistinctUsers_Week1_LogDelta,67.03560503,76.90892752,4,2,7,7,-40.17865428,-29.04973674,160.1982146
4241,ThreeMonthBefore+NumTweets_Month2_Log+NumDistinctTweets_Month2_Log+NumDistinctUsers_Month2_Log+NumTweets_Week1_Log+NumDistinctTweets_Week1_Log+NumDistinctUsers_Week1_Log,58.04918694,68.36330776,4,2,7,7,-27.52030038,-22.07067285,174.416446
4242,ThreeMonthBefore+NumTweets_Month2_LogDelta+NumDistinctTweets_Month2_LogDelta+NumDistinctUsers_Month2_LogDelta+NumTweets_Week1_LogDelta+NumDistinctTweets_Week1_LogDelta+NumDistinctUsers_Week1_LogDelta,58.53139674,73.86395453,4,3,7,7,-22.13378161,-15.89246176,172.9620587
4243,ThreeMonthBefore+NumTweets_Week2_Log+NumDistinctTweets_Week2_Log+NumDistinctUsers_Week2_Log,60.57827083,70.83364461,4,2,7,7,-32.08440034,-22.4581752,174.6556718
4244,ThreeMonthBefore+NumTweets_Week2_LogDelta+NumDistinctTweets_Week2_LogDelta+NumDistinctUsers_Week2_LogDelta,66.19388212,77.29103611,4,2,7,7,-38.98002069,-27.86925991,152.2900378
4245,ThreeMonthBefore+NumTweets_Week2_Log+NumDistinctTweets_Week2_Log+NumDistinctUsers_Week2_Log+NumTweets_Week2_LogDelta+NumDistinctTweets_Week2_LogDelta+NumDistinctUsers_Week2_LogDelta,58.66823312,69.50226995,4,2,7,7,-29.40804784,-19.32993651,172.4608734
4246,ThreeMonthBefore+NumTweets_Month1_Log+NumDistinctTweets_Month1_Log+NumDistinctUsers_Month1_Log+NumTweets_Week2_Log+NumDistinctTweets_Week2_Log+NumDistinctUsers_Week2_Log,47.67720142,59.18116612,5,4,7,7,-10.7605455,-6.287958606,198.7102749
4247,ThreeMonthBefore+NumTweets_Month1_LogDelta+NumDistinctTweets_Month1_LogDelta+NumDistinctUsers_Month1_LogDelta+NumTweets_Week2_LogDelta+NumDistinctTweets_Week2_LogDelta+NumDistinctUsers_Week2_LogDelta,67.18367291,77.20296754,3,2,7,7,-39.49502375,-30.1166824,163.0652914
4248,ThreeMonthBefore+NumTweets_Month2_Log+NumDistinctTweets_Month2_Log+NumDistinctUsers_Month2_Log+NumTweets_Week2_Log+NumDistinctTweets_Week2_Log+NumDistinctUsers_Week2_Log,58.77988642,68.42002726,4,2,7,7,-28.09269973,-22.22852125,178.2225446
4249,ThreeMonthBefore+NumTweets_Month2_LogDelta+NumDistinctTweets_Month2_LogDelta+NumDistinctUsers_Month2_LogDelta+NumTweets_Week2_LogDelta+NumDistinctTweets_Week2_LogDelta+NumDistinctUsers_Week2_LogDelta,60.7612019,74.10952575,4,2,7,7,-32.57198811,-23.86294299,170.6091287
4250,ThreeMonthBefore+NumTweets_Week1_Log+NumDistinctTweets_Week1_Log+NumDistinctUsers_Week1_Log+NumTweets_Week2_Log+NumDistinctTweets_Week2_Log+NumDistinctUsers_Week2_Log,60.42578303,70.08110915,4,2,7,7,-27.96137903,-15.69435896,166.1887026
4251,ThreeMonthBefore+NumTweets_Week1_LogDelta+NumDistinctTweets_Week1_LogDelta+NumDistinctUsers_Week1_LogDelta+NumTweets_Week2_LogDelta+NumDistinctTweets_Week2_LogDelta+NumDistinctUsers_Week2_LogDelta,66.2438547,77.54297704,4,2,7,7,-39.51609332,-28.94451717,155.5198055
4252,ThreeMonthBefore+NumPopularTweets_Month1_Log,56.5987526,67.83117205,4,2,7,7,-24.88644473,-14.23679027,166.1862386
4253,ThreeMonthBefore+NumPopularTweets_Month1_LogDelta,65.68758659,77.30565492,4,2,7,7,-40.35758137,-27.39682418,150.4369556
4254,ThreeMonthBefore+NumPopularTweets_Month1_Log+NumPopularTweets_Month1_LogDelta,57.41435725,69.0185167,4,3,7,7,-27.09654818,-14.52410585,164.9028421
4255,ThreeMonthBefore+NumPopularTweets_Month2_Log,60.43780579,70.84070287,4,2,7,7,-30.28985303,-23.28966853,163.2382281
4256,ThreeMonthBefore+NumPopularTweets_Month2_LogDelta,68.17692945,77.53391579,4,2,7,7,-39.42022553,-29.55283875,151.755342
4257,ThreeMonthBefore+NumPopularTweets_Month2_Log+NumPopularTweets_Month2_LogDelta,61.16793878,70.19749316,4,2,7,7,-30.7598569,-25.68657389,165.5785919
4258,ThreeMonthBefore+NumPopularTweets_Month1_Log+NumPopularTweets_Month2_Log,57.67807592,69.38301838,4,3,7,7,-27.69400326,-15.22355057,164.7546314
4259,ThreeMonthBefore+NumPopularTweets_Month1_LogDelta+NumPopularTweets_Month2_LogDelta,67.29493979,77.52735161,4,2,7,7,-41.38276341,-29.70217644,151.1126383
4260,ThreeMonthBefore+NumPopularTweets_Month1_Log+NumPopularTweets_Month2_Log+NumPopularTweets_Month1_LogDelta+NumPopularTweets_Month2_LogDelta,64.4499702,76.34046885,4,3,7,7,-14.68311383,-17.56711007,167.9800072
4261,ThreeMonthBefore+NumPopularTweets_Week1_Log,59.90400557,70.66019896,4,2,7,7,-30.94200407,-21.69201077,161.724727
4262,ThreeMonthBefore+NumPopularTweets_Week1_LogDelta,66.74988439,77.51199102,4,2,7,7,-39.27256237,-28.05977301,150.8147804
4263,ThreeMonthBefore+NumPopularTweets_Week1_Log+NumPopularTweets_Week1_LogDelta,60.86631369,71.43880495,4,2,7,7,-31.81192098,-22.76570841,161.6038806
4264,ThreeMonthBefore+NumPopularTweets_Month1_Log+NumPopularTweets_Week1_Log,54.8118244,66.46379081,4,2,7,7,-22.72083812,-13.8542613,168.839677
4265,ThreeMonthBefore+NumPopularTweets_Month1_LogDelta+NumPopularTweets_Week1_LogDelta,65.02409525,77.19977751,4,3,7,7,-40.4886079,-26.8450816,150.3517982
4266,ThreeMonthBefore+NumPopularTweets_Month1_Log+NumPopularTweets_Week1_Log+NumPopularTweets_Month1_LogDelta+NumPopularTweets_Week1_LogDelta,54.7561977,67.3376191,6,3,8,7,-9.497979439,11.84261778,170.2127282
4267,ThreeMonthBefore+NumPopularTweets_Month2_Log+NumPopularTweets_Week1_Log,59.74356477,70.39570985,4,2,7,7,-30.283525,-21.90381656,163.4766846
4268,ThreeMonthBefore+NumPopularTweets_Month2_LogDelta+NumPopularTweets_Week1_LogDelta,68.18311015,77.70175155,4,2,7,7,-40.02991042,-29.88446353,151.5465722
4269,ThreeMonthBefore+NumPopularTweets_Month2_Log+NumPopularTweets_Week1_Log+NumPopularTweets_Month2_LogDelta+NumPopularTweets_Week1_LogDelta,60.49196097,69.69587551,4,2,7,7,-30.72672604,-25.48634348,166.1877101
4270,ThreeMonthBefore+NumPopularTweets_Month1_Log+NumPopularTweets_Month2_Log+NumPopularTweets_Week1_Log,56.33925746,68.93367335,6,4,8,7,-25.16426182,-15.5268672,167.5393589
4271,ThreeMonthBefore+NumPopularTweets_Month1_LogDelta+NumPopularTweets_Month2_LogDelta+NumPopularTweets_Week1_LogDelta,66.48231657,77.30255494,4,3,7,7,-41.56440968,-28.67890494,151.2420933
4272,ThreeMonthBefore+NumPopularTweets_Month1_Log+NumPopularTweets_Month2_Log+NumPopularTweets_Week1_Log+NumPopularTweets_Month1_LogDelta+NumPopularTweets_Month2_LogDelta+NumPopularTweets_Week1_LogDelta,64.09493955,76.45732146,4,3,7,7,210.4286355,474.0295944,172.7147612
4273,ThreeMonthBefore+NumPopularTweets_Week2_Log,59.18264564,69.94423196,4,2,7,7,-29.61727861,-19.55380106,163.7938983
4274,ThreeMonthBefore+NumPopularTweets_Week2_LogDelta,66.45378279,77.43085828,4,2,7,7,-39.51954222,-26.79417443,149.7989299
4275,ThreeMonthBefore+NumPopularTweets_Week2_Log+NumPopularTweets_Week2_LogDelta,60.36303336,71.05561266,4,2,7,7,-30.2128349,-18.64435785,162.9285432
4276,ThreeMonthBefore+NumPopularTweets_Month1_Log+NumPopularTweets_Week2_Log,54.4897288,66.57912812,5,3,8,7,-21.36359228,-21.14612738,166.2697902
4277,ThreeMonthBefore+NumPopularTweets_Month1_LogDelta+NumPopularTweets_Week2_LogDelta,65.25069886,77.36625662,4,3,7,7,-40.1136589,-27.82100942,151.179845
4278,ThreeMonthBefore+NumPopularTweets_Month1_Log+NumPopularTweets_Week2_Log+NumPopularTweets_Month1_LogDelta+NumPopularTweets_Week2_LogDelta,57.19589702,69.41722141,5,3,7,7,-21.85533808,-22.08312672,154.7856195
4279,ThreeMonthBefore+NumPopularTweets_Month2_Log+NumPopularTweets_Week2_Log,59.48418967,70.2204634,4,2,7,7,-29.64778465,-19.51234162,164.188753
4280,ThreeMonthBefore+NumPopularTweets_Month2_LogDelta+NumPopularTweets_Week2_LogDelta,67.89698996,77.62111827,4,2,7,7,-40.54994231,-29.46418461,150.7592855
4281,ThreeMonthBefore+NumPopularTweets_Month2_Log+NumPopularTweets_Week2_Log+NumPopularTweets_Month2_LogDelta+NumPopularTweets_Week2_LogDelta,61.12649849,70.43017121,4,2,7,7,-29.62317489,-22.55481518,160.5767116
4282,ThreeMonthBefore+NumPopularTweets_Month1_Log+NumPopularTweets_Month2_Log+NumPopularTweets_Week2_Log,56.70991575,69.46433203,6,4,8,7,-24.78763108,-22.61773326,163.2426964
4283,ThreeMonthBefore+NumPopularTweets_Month1_LogDelta+NumPopularTweets_Month2_LogDelta+NumPopularTweets_Week2_LogDelta,66.80599887,77.56363189,3,3,7,7,-40.54592727,-29.67290418,153.2240515
4284,ThreeMonthBefore+NumPopularTweets_Month1_Log+NumPopularTweets_Month2_Log+NumPopularTweets_Week2_Log+NumPopularTweets_Month1_LogDelta+NumPopularTweets_Month2_LogDelta+NumPopularTweets_Week2_LogDelta,62.85736219,75.42030778,3,3,7,7,8.883866657,-5.469944023,160.3439708
4285,ThreeMonthBefore+NumPopularTweets_Week1_Log+NumPopularTweets_Week2_Log,59.21611071,70.02136934,4,2,7,7,-29.61191077,-19.53256067,164.2257927
4286,ThreeMonthBefore+NumPopularTweets_Week1_LogDelta+NumPopularTweets_Week2_LogDelta,66.47549363,77.47388114,4,2,7,7,-39.61743575,-26.58603022,149.4684065
4287,ThreeMonthBefore+NumPopularTweets_Week1_Log+NumPopularTweets_Week2_Log+NumPopularTweets_Week1_LogDelta+NumPopularTweets_Week2_LogDelta,60.36189454,71.00934812,4,2,7,7,-29.64579753,-17.8814649,164.7895695
4288,ThreeMonthBefore+NumPopularTweets_Month1_Log+NumPopularTweets_Week1_Log+NumPopularTweets_Week2_Log,54.27367095,66.41113207,5,3,8,7,-21.10237347,-20.73289387,167.2909906
