#Field:candidate	MonthId	NumTweets_Month1	NumDistinctTweets_Month1	NumDistinctUsers_Month1	NumPopularTweets_Month1	NumVerifiedTweets_Month1	NumTweets_Month2	NumDistinctTweets_Month2	NumDistinctUsers_Month2	NumPopularTweets_Month2	NumVerifiedTweets_Month2	NumTweets_Week1	NumDistinctTweets_Week1	NumDistinctUsers_Week1	NumPopularTweets_Week1	NumVerifiedTweets_Week1	NumTweets_Week2	NumDistinctTweets_Week2	NumDistinctUsers_Week2	NumPopularTweets_Week2	NumVerifiedTweets_Week2
job opening	201204	2699	185	180	287	2699	2217	200	194	288	2217	533	53	51	51	533	929	50	50	125	929
job opportunity	201204	2403	151	139	136	2403	2486	105	101	203	2486	620	49	49	65	620	360	50	42	21	360
job posting	201204	995	70	57	97	995	388	54	50	64	388	631	18	16	21	631	695	16	14	52	695
we are hiring	201204	3352	164	158	269	3352	5309	185	182	320	5309	518	53	52	90	518	1233	45	43	84	1233
all	201205	31330	3774	3029	3054	31330	20825	3236	2644	2462	20825	6676	933	791	870	6676	7463	1061	820	823	7463
all old	201205	13976	599	572	921	13976	8235	566	529	786	8235	2154	158	154	252	2154	2486	135	129	212	2486
hashtags	201205	18136	3280	2564	2268	18136	13391	2820	2256	1798	13391	4766	803	664	675	4766	5203	948	713	643	5203
job opening	201205	5665	168	163	270	5665	2688	184	179	284	2688	413	44	43	56	413	492	34	34	51	492
job opportunity	201205	3812	152	149	250	3812	1603	160	148	141	1603	517	46	45	78	517	969	32	32	66	969
job posting	201205	718	87	70	66	718	998	71	57	97	998	104	20	18	15	104	171	22	17	24	171
we are hiring	201205	3817	213	208	339	3817	3564	171	166	284	3564	1120	56	55	103	1120	890	50	49	75	890
all	201206	21005	3332	2815	2502	21005	31330	3774	3029	3054	31330	5732	861	725	702	5732	3821	771	657	458	3821
all old	201206	6509	547	510	651	6509	13976	599	572	921	13976	2831	177	161	244	2831	955	134	126	110	955
hashtags	201206	15429	2908	2423	1973	15429	18136	3280	2564	2268	18136	3149	723	600	490	3149	3015	668	561	379	3015
job opening	201206	3163	179	173	233	3163	5665	168	163	270	5665	2163	75	72	147	2163	387	41	39	16	387
job opportunity	201206	1141	136	130	184	1141	3812	152	149	250	3812	228	33	29	41	228	249	32	31	40	249
job posting	201206	383	71	49	55	383	718	87	70	66	718	65	15	9	10	65	117	19	15	27	117
we are hiring	201206	1857	178	172	188	1857	3817	213	208	339	3817	394	58	54	51	394	202	45	43	27	202
all	201207	18958	3284	2775	2144	18958	19825	3196	2691	2350	19825	4661	876	759	545	4661	5929	959	801	636	5929
all old	201207	6845	612	569	647	6845	6045	519	483	609	6045	1683	181	167	176	1683	2578	174	163	217	2578
hashtags	201207	12991	2808	2344	1596	12991	14654	2791	2318	1852	14654	3185	737	634	405	3185	3739	826	679	450	3739
job opening	201207	2055	190	176	167	2055	3090	172	167	223	3090	336	59	52	37	336	1263	44	41	75	1263
job opportunity	201207	1377	132	126	133	1377	1050	124	119	171	1050	162	32	32	18	162	582	47	45	61	582
job posting	201207	1495	65	59	97	1495	377	69	47	55	377	642	26	21	46	642	148	13	12	12	148
we are hiring	201207	1938	232	216	254	1938	1563	169	163	169	1563	543	66	64	75	543	585	72	66	69	585
all	201208	31049	4130	3567	3512	31049	19654	3421	2893	2226	19654	10492	1076	952	1055	10492	5551	1059	925	908	5551
all old	201208	11773	894	799	1120	11773	7086	644	601	673	7086	3594	254	237	379	3594	1787	232	209	288	1787
hashtags	201208	20728	3408	2936	2609	20728	13478	2919	2438	1660	13478	7436	873	764	744	7436	4133	874	762	698	4133
job opening	201208	3692	216	197	221	3692	2085	196	182	171	2085	843	52	46	73	843	232	45	43	41	232
job opportunity	201208	1427	155	145	191	1427	1519	142	136	145	1519	406	44	43	62	406	295	41	40	56	295
job posting	201208	1115	135	104	177	1115	1516	68	62	100	1516	231	28	22	47	231	240	31	25	38	240
we are hiring	201208	5657	402	368	549	5657	1986	245	229	261	1986	2198	135	131	205	2198	1054	120	106	163	1054
all	201209	35079	4412	3687	3997	35079	31049	4130	3567	3512	31049	8107	1452	1062	1074	8107	7960	1024	903	996	7960
all old	201209	15381	940	877	1413	15381	11773	894	799	1120	11773	2562	264	246	365	2562	3402	229	216	376	3402
hashtags	201209	23593	3619	2960	2786	23593	20728	3408	2936	2609	20728	5903	1212	841	745	5903	4808	826	720	656	4808
job opening	201209	5127	232	224	298	5127	3692	216	197	221	3692	287	64	63	45	287	1140	64	63	101	1140
job opportunity	201209	2597	205	200	402	2597	1427	155	145	191	1427	784	56	55	115	784	836	49	47	93	836
job posting	201209	1226	118	103	171	1226	1115	135	104	177	1115	291	32	27	59	291	460	25	23	53	460
we are hiring	201209	6728	404	366	565	6728	5657	402	368	549	5657	1204	115	103	146	1204	1027	99	90	140	1027
all	201210	43153	4870	4303	4950	43153	35607	4445	3723	4070	35607	9288	1200	1064	1032	9288	17035	1291	1136	1481	17035
all old	201210	22496	1250	1113	2134	22496	15621	960	895	1478	15621	4701	311	270	406	4701	11420	352	320	739	11420
