WeekId,NumTweets_Week1_axed,NumDistinctTweets_Week1_axed,NumDistinctUsers_Week1_axed,NumPopularTweets_Week1_axed,NumVerifiedTweets_Week1_axed,NumTweets_Week2_axed,NumDistinctTweets_Week2_axed,NumDistinctUsers_Week2_axed,NumPopularTweets_Week2_axed,NumVerifiedTweets_Week2_axed,NumTweets_Week1_canned,NumDistinctTweets_Week1_canned,NumDistinctUsers_Week1_canned,NumPopularTweets_Week1_canned,NumVerifiedTweets_Week1_canned,NumTweets_Week2_canned,NumDistinctTweets_Week2_canned,NumDistinctUsers_Week2_canned,NumPopularTweets_Week2_canned,NumVerifiedTweets_Week2_canned,NumTweets_Week1_downsized,NumDistinctTweets_Week1_downsized,NumDistinctUsers_Week1_downsized,NumPopularTweets_Week1_downsized,NumVerifiedTweets_Week1_downsized,NumTweets_Week2_downsized,NumDistinctTweets_Week2_downsized,NumDistinctUsers_Week2_downsized,NumPopularTweets_Week2_downsized,NumVerifiedTweets_Week2_downsized,NumTweets_Week1_outsourced,NumDistinctTweets_Week1_outsourced,NumDistinctUsers_Week1_outsourced,NumPopularTweets_Week1_outsourced,NumVerifiedTweets_Week1_outsourced,NumTweets_Week2_outsourced,NumDistinctTweets_Week2_outsourced,NumDistinctUsers_Week2_outsourced,NumPopularTweets_Week2_outsourced,NumVerifiedTweets_Week2_outsourced,NumTweets_Week1_pinkslip,NumDistinctTweets_Week1_pinkslip,NumDistinctUsers_Week1_pinkslip,NumPopularTweets_Week1_pinkslip,NumVerifiedTweets_Week1_pinkslip,NumTweets_Week2_pinkslip,NumDistinctTweets_Week2_pinkslip,NumDistinctUsers_Week2_pinkslip,NumPopularTweets_Week2_pinkslip,NumVerifiedTweets_Week2_pinkslip,NumTweets_Week1_lostjob,NumDistinctTweets_Week1_lostjob,NumDistinctUsers_Week1_lostjob,NumPopularTweets_Week1_lostjob,NumVerifiedTweets_Week1_lostjob,NumTweets_Week2_lostjob,NumDistinctTweets_Week2_lostjob,NumDistinctUsers_Week2_lostjob,NumPopularTweets_Week2_lostjob,NumVerifiedTweets_Week2_lostjob,NumTweets_Week1_fired,NumDistinctTweets_Week1_fired,NumDistinctUsers_Week1_fired,NumPopularTweets_Week1_fired,NumVerifiedTweets_Week1_fired,NumTweets_Week2_fired,NumDistinctTweets_Week2_fired,NumDistinctUsers_Week2_fired,NumPopularTweets_Week2_fired,NumVerifiedTweets_Week2_fired,NumTweets_Week1_beenfired,NumDistinctTweets_Week1_beenfired,NumDistinctUsers_Week1_beenfired,NumPopularTweets_Week1_beenfired,NumVerifiedTweets_Week1_beenfired,NumTweets_Week2_beenfired,NumDistinctTweets_Week2_beenfired,NumDistinctUsers_Week2_beenfired,NumPopularTweets_Week2_beenfired,NumVerifiedTweets_Week2_beenfired,NumTweets_Week1_laidoff,NumDistinctTweets_Week1_laidoff,NumDistinctUsers_Week1_laidoff,NumPopularTweets_Week1_laidoff,NumVerifiedTweets_Week1_laidoff,NumTweets_Week2_laidoff,NumDistinctTweets_Week2_laidoff,NumDistinctUsers_Week2_laidoff,NumPopularTweets_Week2_laidoff,NumVerifiedTweets_Week2_laidoff,NumTweets_Week1_unemployment,NumDistinctTweets_Week1_unemployment,NumDistinctUsers_Week1_unemployment,NumPopularTweets_Week1_unemployment,NumVerifiedTweets_Week1_unemployment,NumTweets_Week2_unemployment,NumDistinctTweets_Week2_unemployment,NumDistinctUsers_Week2_unemployment,NumPopularTweets_Week2_unemployment,NumVerifiedTweets_Week2_unemployment
6/3/2011,31,1,-10,17,-1,-2120,-648,-626,-25,-14,-891,-856,-829,-18,-293,-483,-807,-797,13,292,-31,-31,-33,0,0,-11,-10,-9,0,0,-854,-775,-689,-18,-39,-1262,-1300,-1309,-7,34,-253,-227,-216,-14,0,-89,-107,-110,9,0,759,598,398,110,-15,-709,-732,-705,1,13,824,-1197,-1192,-4,80,-3373,-3543,-3408,4,61,-447,-520,-502,-23,74,-1758,-1853,-1814,18,30,-1040,-1197,-1166,-30,180,-2010,-2000,-1963,8,-42,-5314,-5041,-4731,-180,44,-2566,-3034,-2524,157,-41
6/10/2011,-509,-603,-583,-20,12,31,1,-10,17,-1,-570,-261,-253,-17,-1,-891,-856,-829,-18,-293,-95,-93,-89,-2,0,-31,-31,-33,0,0,-148,-205,-160,0,-1,-854,-775,-689,-18,-39,-69,-66,-65,0,0,-253,-227,-216,-14,0,-1235,-1102,-899,-116,1,759,598,398,110,-15,-3424,-1202,-1180,-60,-163,824,-1197,-1192,-4,80,-692,-662,-670,-15,-68,-447,-520,-502,-23,74,121,-297,-298,2,52,-1040,-1197,-1166,-30,180,1807,417,285,136,413,-5314,-5041,-4731,-180,44
6/17/2011,714,542,523,30,-15,-509,-603,-583,-20,12,1846,1471,1430,51,291,-570,-261,-253,-17,-1,304,182,174,4,118,-95,-93,-89,-2,0,732,737,708,14,3,-148,-205,-160,0,-1,367,338,326,20,4,-69,-66,-65,0,0,1338,1171,1067,25,57,-1235,-1102,-899,-116,1,5191,4608,4518,173,154,-3424,-1202,-1180,-60,-163,2331,2160,2108,91,41,-692,-662,-670,-15,-68,3131,3409,3323,144,-239,121,-297,-298,2,52,14448,12511,11258,602,48,1807,417,285,136,413
6/24/2011,-685,-411,-394,-32,0,714,542,523,30,-15,-1021,-963,-945,-30,-2,1846,1471,1430,51,291,-201,-83,-77,-1,-118,304,182,174,4,118,-621,-586,-545,-12,-3,732,737,708,14,3,-194,-201,-196,-7,-4,367,338,326,20,4,-752,-662,-613,-5,15,1338,1171,1067,25,57,-2987,-2730,-2679,-92,-102,5191,4608,4518,173,154,-1045,-1177,-1142,-60,120,2331,2160,2108,91,41,-2706,-2558,-2484,-127,-13,3131,3409,3323,144,-239,-10120,-9478,-8439,-342,321,14448,12511,11258,602,48
7/1/2011,448,477,452,13,0,-685,-411,-394,-32,0,917,1111,1083,36,-285,-1021,-963,-945,-30,-2,50,31,30,1,1,-201,-83,-77,-1,-118,441,436,411,-2,0,-621,-586,-545,-12,-3,217,214,209,3,0,-194,-201,-196,-7,-4,1029,897,821,24,-55,-752,-662,-613,-5,15,4656,4371,4232,112,151,-2987,-2730,-2679,-92,-102,1981,1918,1852,88,-14,-1045,-1177,-1142,-60,120,4253,3409,3238,151,245,-2706,-2558,-2484,-127,-13,6786,7217,6601,154,-386,-10120,-9478,-8439,-342,321
7/8/2011,-19,-81,-80,8,13,448,477,452,13,0,1060,491,485,10,457,917,1111,1083,36,-285,72,90,89,-1,0,50,31,30,1,1,214,198,206,11,8,441,436,411,-2,0,88,60,65,6,0,217,214,209,3,0,169,240,233,18,-5,1029,897,821,24,-55,-67,215,261,-26,-141,4656,4371,4232,112,151,101,240,259,19,-81,1981,1918,1852,88,-14,-143,-55,51,45,-128,4253,3409,3238,151,245,75008,74780,73345,14,-273,6786,7217,6601,154,-386
7/15/2011,1228,539,510,41,12,-19,-81,-80,8,13,-955,-349,-329,-10,-458,1060,491,485,10,457,-96,-94,-91,0,-1,72,90,89,-1,0,-129,-105,-125,-6,-8,214,198,206,11,8,-206,-155,-154,-6,2,88,60,65,6,0,125,-223,-196,-16,33,169,240,233,18,-5,436,-560,-502,36,366,-67,215,261,-26,-141,-495,-827,-785,-29,111,101,240,259,19,-81,-1515,-1147,-1151,-83,168,-143,-55,51,45,-128,67952,60960,60108,679,1422,75008,74780,73345,14,-273
7/22/2011,1096,363,388,37,-17,1228,539,510,41,12,1469,898,848,36,476,-955,-349,-329,-10,-458,142,141,138,0,0,-96,-94,-91,0,-1,644,623,430,10,1,-129,-105,-125,-6,-8,398,296,274,23,22,-206,-155,-154,-6,2,425,713,570,9,-39,125,-223,-196,-16,33,2147,2741,2675,55,-150,436,-560,-502,36,366,1677,1485,1465,44,96,-495,-827,-785,-29,111,2479,2575,2510,91,-244,-1515,-1147,-1151,-83,168,199294,205603,205360,-176,-961,67952,60960,60108,679,1422
7/29/2011,-1261,112,98,-42,10,1096,363,388,37,-17,809,1196,1162,63,-458,1469,898,848,36,476,99,88,80,7,1,142,141,138,0,0,272,227,300,5,-1,644,623,430,10,1,-52,29,44,-15,-22,398,296,274,23,22,916,994,1008,7,22,425,713,570,9,-39,5766,5605,5397,142,-104,2147,2741,2675,55,-150,3285,2954,2835,183,144,1677,1485,1465,44,96,3228,2601,2571,66,281,2479,2575,2510,91,-244,434509,434437,431082,308,88,199294,205603,205360,-176,-961
8/5/2011,-260,-295,-273,-4,-3,-1261,112,98,-42,10,184,164,120,-36,17,809,1196,1162,63,-458,17,20,28,1,-1,99,88,80,7,1,-241,-286,-194,16,0,272,227,300,5,-1,107,79,57,5,-2,-52,29,44,-15,-22,-458,-416,-432,6,-19,916,994,1008,7,22,-1296,-1389,-1353,-46,71,5766,5605,5397,142,-104,-796,-804,-791,-28,-291,3285,2954,2835,183,144,7782,449,396,78,5138,3228,2601,2571,66,281,-273870,-274938,-270311,-127,40,434509,434437,431082,308,88
