#Field:candidate	MonthId	NumTweets_Month1	NumDistinctTweets_Month1	NumDistinctUsers_Month1	NumPopularTweets_Month1	NumVerifiedTweets_Month1	NumTweets_Month2	NumDistinctTweets_Month2	NumDistinctUsers_Month2	NumPopularTweets_Month2	NumVerifiedTweets_Month2	NumTweets_Week1	NumDistinctTweets_Week1	NumDistinctUsers_Week1	NumPopularTweets_Week1	NumVerifiedTweets_Week1	NumTweets_Week2	NumDistinctTweets_Week2	NumDistinctUsers_Week2	NumPopularTweets_Week2	NumVerifiedTweets_Week2
all old	201211	460257	112729	83205	13397	1226	579869	120251	86438	13457	2207	46757	24693	18437	2899	188	70942	30562	22537	3774	367
hashtags	201211	4083955	1254776	733689	48689	5983	3732995	1645299	922164	65258	4373	2000622	338630	195134	11813	1072	488544	316339	183941	11382	904
job opening	201211	145093	54587	37172	3173	279	539112	59844	40906	3496	938	22042	12319	8263	662	22	36249	14157	9817	889	106
job opportunity	201211	38027	26821	18580	2654	151	80727	31360	20198	2999	481	8941	5385	4074	630	43	10103	7401	4949	717	52
job posting	201211	17146	13702	10651	886	94	34448	17231	12685	1151	290	3575	3050	2345	158	24	4197	3507	2762	238	37
we are hiring	201211	144296	10728	10344	3792	283	47449	11734	11092	3715	304	7566	2322	2243	792	53	12538	2877	2773	1034	115
all	201212	3026814	1373413	765735	36683	3709	6538100	1837982	996929	80754	8002	340141	333883	189335	4087	651	399828	376898	209954	7860	790
all old	201212	159661	107781	77906	6354	1233	456008	110072	81286	12961	1187	26303	24943	17763	644	236	34586	30887	22390	1256	389
hashtags	201212	3096829	1384310	750379	33657	5064	4760037	1242658	726412	48670	5936	376072	370167	199694	4263	767	397900	374345	203179	7506	1206
job opening	201212	61917	43095	29614	1347	186	143733	53405	36359	3091	274	11019	10833	7081	132	15	12402	11628	8216	208	64
job opportunity	201212	35628	28484	18388	1624	111	36246	25634	17946	2544	151	6838	6530	4210	164	29	9297	8432	5295	325	25
job posting	201212	18388	15173	11278	530	102	17017	13537	10498	857	94	3371	3197	2402	68	23	4595	4298	3243	121	35
we are hiring	201212	25247	11524	11039	1819	290	143365	10386	10008	3615	273	3306	2746	2623	232	96	4161	3252	3116	333	109
all	201301	1460974	1398108	792249	16782	3397	2349639	1366434	761645	34821	3643	443742	434140	238991	5927	1070	445260	402235	236193	5307	1311
all old	201301	125170	117282	87493	3262	1268	157836	107385	77439	6220	1223	39778	37064	27323	1113	370	42415	40016	31969	1066	446
hashtags	201301	1455251	1428194	778765	15316	3260	2398784	1381043	747948	31790	5010	402288	394472	215858	4763	1162	437915	427857	235760	4990	825
job opening	201301	48839	47095	31344	617	292	61678	43157	29598	1317	184	12728	12238	8445	180	27	14993	14623	9659	205	64
