,Features,L1,medianL1,L2,medianL2,Win1,Win2,DirectionalWin1,DirectionalWin2,WeightedWin1,WeightedWin2
6358,DeltaIJC+NumTweets_Week1_all_Absolute+NumTweets_Week2_all_Absolute+NumTweets_Week1_allold_Absolute+NumTweets_Week2_allold_Absolute+NumTweets_Week1_opening_Absolute+NumTweets_Week2_opening_Absolute,66.39542014,60.10750477,75.83965834,60.15155502,4,2,6,7,-171.7450416,-354.5450416
6359,DeltaIJC+NumTweets_Week1_opportunity_Absolute+NumTweets_Week2_opportunity_Absolute+NumTweets_Week1_opening_Absolute+NumTweets_Week2_opening_Absolute,67.96881915,62.85784457,76.60007785,62.87109186,4,2,6,7,-190.6258298,-373.4258298
6360,DeltaIJC+NumTweets_Week1_all_Absolute+NumTweets_Week2_all_Absolute+NumTweets_Week1_opportunity_Absolute+NumTweets_Week2_opportunity_Absolute+NumTweets_Week1_opening_Absolute+NumTweets_Week2_opening_Absolute,68.10202915,64.54018515,76.86628806,64.58028285,4,2,6,7,-192.2243498,-375.0243498
6361,DeltaIJC+NumTweets_Week1_allold_Absolute+NumTweets_Week2_allold_Absolute+NumTweets_Week1_opportunity_Absolute+NumTweets_Week2_opportunity_Absolute+NumTweets_Week1_opening_Absolute+NumTweets_Week2_opening_Absolute,66.06284746,57.09302634,75.42047614,57.13669946,4,2,6,7,-167.7541695,-350.5541695
6362,DeltaIJC+NumTweets_Week1_all_Absolute+NumTweets_Week2_all_Absolute+NumTweets_Week1_allold_Absolute+NumTweets_Week2_allold_Absolute+NumTweets_Week1_opportunity_Absolute+NumTweets_Week2_opportunity_Absolute+NumTweets_Week1_opening_Absolute+NumTweets_Week2_opening_Absolute,66.49403136,57.3803688,75.83498765,57.70216654,4,2,6,7,-172.9283763,-355.7283763
6363,DeltaIJC+NumTweets_Week1_all_AbsoluteDelta+NumTweets_Week2_all_AbsoluteDelta,70.20331757,65.75340027,80.34987856,65.8378667,4,2,6,7,-217.4398109,-400.2398109
6364,DeltaIJC+NumTweets_Week1_allold_AbsoluteDelta+NumTweets_Week2_allold_AbsoluteDelta,70.53568456,64.75954209,80.56519084,64.76030828,4,2,6,7,-221.4282147,-404.2282147
6365,DeltaIJC+NumTweets_Week1_all_AbsoluteDelta+NumTweets_Week2_all_AbsoluteDelta+NumTweets_Week1_allold_AbsoluteDelta+NumTweets_Week2_allold_AbsoluteDelta,70.97753404,63.76887698,81.17364086,63.82077294,4,2,6,7,-226.7304085,-409.5304085
6366,DeltaIJC+NumTweets_Week1_opportunity_AbsoluteDelta+NumTweets_Week2_opportunity_AbsoluteDelta,70.27005838,65.63728872,80.46390286,65.66675916,4,2,6,7,-218.2407006,-401.0407006
6367,DeltaIJC+NumTweets_Week1_all_AbsoluteDelta+NumTweets_Week2_all_AbsoluteDelta+NumTweets_Week1_opportunity_AbsoluteDelta+NumTweets_Week2_opportunity_AbsoluteDelta,70.09188646,66.00924245,80.17926409,66.07949306,4,2,6,7,-216.1026375,-398.9026375
6368,DeltaIJC+NumTweets_Week1_allold_AbsoluteDelta+NumTweets_Week2_allold_AbsoluteDelta+NumTweets_Week1_opportunity_AbsoluteDelta+NumTweets_Week2_opportunity_AbsoluteDelta,70.92844485,65.74548737,80.75824821,65.80026964,4,2,6,7,-226.1413381,-408.9413381
6369,DeltaIJC+NumTweets_Week1_all_AbsoluteDelta+NumTweets_Week2_all_AbsoluteDelta+NumTweets_Week1_allold_AbsoluteDelta+NumTweets_Week2_allold_AbsoluteDelta+NumTweets_Week1_opportunity_AbsoluteDelta+NumTweets_Week2_opportunity_AbsoluteDelta,71.03410562,66.62756027,80.94154286,66.64793385,4,2,6,7,-227.4092675,-410.2092675
6370,DeltaIJC+NumTweets_Week1_opening_AbsoluteDelta+NumTweets_Week2_opening_AbsoluteDelta,69.94312349,67.87691527,79.65771781,67.92800641,4,2,6,7,-214.3174819,-397.1174819
6371,DeltaIJC+NumTweets_Week1_all_AbsoluteDelta+NumTweets_Week2_all_AbsoluteDelta+NumTweets_Week1_opening_AbsoluteDelta+NumTweets_Week2_opening_AbsoluteDelta,70.19624079,67.7572387,80.03128482,67.79910998,4,2,6,7,-217.3548895,-400.1548895
6372,DeltaIJC+NumTweets_Week1_allold_AbsoluteDelta+NumTweets_Week2_allold_AbsoluteDelta+NumTweets_Week1_opening_AbsoluteDelta+NumTweets_Week2_opening_AbsoluteDelta,69.87819501,66.72118571,79.78476319,66.77983812,4,2,6,7,-213.5383401,-396.3383401
6373,DeltaIJC+NumTweets_Week1_all_AbsoluteDelta+NumTweets_Week2_all_AbsoluteDelta+NumTweets_Week1_allold_AbsoluteDelta+NumTweets_Week2_allold_AbsoluteDelta+NumTweets_Week1_opening_AbsoluteDelta+NumTweets_Week2_opening_AbsoluteDelta,71.19112232,67.0679167,80.97249713,67.21946919,4,2,6,7,-229.2934679,-412.0934679
6374,DeltaIJC+NumTweets_Week1_opportunity_AbsoluteDelta+NumTweets_Week2_opportunity_AbsoluteDelta+NumTweets_Week1_opening_AbsoluteDelta+NumTweets_Week2_opening_AbsoluteDelta,70.02572042,67.88970449,79.7803068,67.93631097,4,2,6,7,-215.3086451,-398.1086451
6375,DeltaIJC+NumTweets_Week1_all_AbsoluteDelta+NumTweets_Week2_all_AbsoluteDelta+NumTweets_Week1_opportunity_AbsoluteDelta+NumTweets_Week2_opportunity_AbsoluteDelta+NumTweets_Week1_opening_AbsoluteDelta+NumTweets_Week2_opening_AbsoluteDelta,70.42228209,68.61734872,80.37876707,68.61780838,4,2,6,7,-220.067385,-402.867385
6376,DeltaIJC+NumTweets_Week1_allold_AbsoluteDelta+NumTweets_Week2_allold_AbsoluteDelta+NumTweets_Week1_opportunity_AbsoluteDelta+NumTweets_Week2_opportunity_AbsoluteDelta+NumTweets_Week1_opening_AbsoluteDelta+NumTweets_Week2_opening_AbsoluteDelta,71.30426915,72.50510861,80.71400153,72.54860426,4,2,6,7,-230.6512299,-413.4512299
6377,DeltaIJC+NumTweets_Week1_all_AbsoluteDelta+NumTweets_Week2_all_AbsoluteDelta+NumTweets_Week1_allold_AbsoluteDelta+NumTweets_Week2_allold_AbsoluteDelta+NumTweets_Week1_opportunity_AbsoluteDelta+NumTweets_Week2_opportunity_AbsoluteDelta+NumTweets_Week1_opening_AbsoluteDelta+NumTweets_Week2_opening_AbsoluteDelta,73.24707846,66.17071267,83.86855995,67.34225237,4,2,6,7,-253.9649416,-436.7649416
6378,DeltaIJC+NumTweets_Week1_all_Absolute+NumTweets_Week2_all_Absolute+NumTweets_Week1_all_AbsoluteDelta+NumTweets_Week2_all_AbsoluteDelta,71.00759248,65.11860143,81.52300805,65.22420603,4,2,6,7,-227.0911097,-409.8911097
6379,DeltaIJC+NumTweets_Week1_allold_Absolute+NumTweets_Week2_allold_Absolute+NumTweets_Week1_allold_AbsoluteDelta+NumTweets_Week2_allold_AbsoluteDelta,70.41066459,62.58708948,80.58574229,62.59385952,4,2,6,7,-219.9279751,-402.7279751
6380,DeltaIJC+NumTweets_Week1_all_Absolute+NumTweets_Week2_all_Absolute+NumTweets_Week1_allold_Absolute+NumTweets_Week2_allold_Absolute+NumTweets_Week1_all_AbsoluteDelta+NumTweets_Week2_all_AbsoluteDelta+NumTweets_Week1_allold_AbsoluteDelta+NumTweets_Week2_allold_AbsoluteDelta,68.90673261,56.31647316,77.68906799,56.36889278,5,2,7,7,-201.8807913,-384.6807913
6381,DeltaIJC+NumTweets_Week1_opportunity_Absolute+NumTweets_Week2_opportunity_Absolute+NumTweets_Week1_opportunity_AbsoluteDelta+NumTweets_Week2_opportunity_AbsoluteDelta,68.83214342,60.31687652,79.04559493,60.32680345,4,2,6,7,-200.985721,-383.785721
6382,DeltaIJC+NumTweets_Week1_all_Absolute+NumTweets_Week2_all_Absolute+NumTweets_Week1_opportunity_Absolute+NumTweets_Week2_opportunity_Absolute+NumTweets_Week1_all_AbsoluteDelta+NumTweets_Week2_all_AbsoluteDelta+NumTweets_Week1_opportunity_AbsoluteDelta+NumTweets_Week2_opportunity_AbsoluteDelta,64.78888467,59.31706128,73.82887766,59.3996699,5,2,6,7,-152.4666161,-335.2666161
6383,DeltaIJC+NumTweets_Week1_allold_Absolute+NumTweets_Week2_allold_Absolute+NumTweets_Week1_opportunity_Absolute+NumTweets_Week2_opportunity_Absolute+NumTweets_Week1_allold_AbsoluteDelta+NumTweets_Week2_allold_AbsoluteDelta+NumTweets_Week1_opportunity_AbsoluteDelta+NumTweets_Week2_opportunity_AbsoluteDelta,69.14839286,63.45370487,78.18860437,63.58947875,4,2,6,7,-204.7807143,-387.5807143
6384,DeltaIJC+NumTweets_Week1_opening_Absolute+NumTweets_Week2_opening_Absolute+NumTweets_Week1_opening_AbsoluteDelta+NumTweets_Week2_opening_AbsoluteDelta,69.5793636,66.10498728,78.39064859,66.10515364,4,2,6,7,-209.9523632,-392.7523632
6385,DeltaIJC+NumTweets_Week1_all_Absolute+NumTweets_Week2_all_Absolute+NumTweets_Week1_opening_Absolute+NumTweets_Week2_opening_Absolute+NumTweets_Week1_all_AbsoluteDelta+NumTweets_Week2_all_AbsoluteDelta+NumTweets_Week1_opening_AbsoluteDelta+NumTweets_Week2_opening_AbsoluteDelta,72.02901775,62.51339285,81.70051349,62.53217466,3,2,5,7,-239.348213,-422.148213
6386,DeltaIJC+NumTweets_Week1_allold_Absolute+NumTweets_Week2_allold_Absolute+NumTweets_Week1_opening_Absolute+NumTweets_Week2_opening_Absolute+NumTweets_Week1_allold_AbsoluteDelta+NumTweets_Week2_allold_AbsoluteDelta+NumTweets_Week1_opening_AbsoluteDelta+NumTweets_Week2_opening_AbsoluteDelta,65.36182248,57.19113439,73.99647259,57.25730965,4,2,6,7,-159.3418698,-342.1418698
6387,DeltaIJC+NumTweets_Week1_opportunity_Absolute+NumTweets_Week2_opportunity_Absolute+NumTweets_Week1_opening_Absolute+NumTweets_Week2_opening_Absolute+NumTweets_Week1_opportunity_AbsoluteDelta+NumTweets_Week2_opportunity_AbsoluteDelta+NumTweets_Week1_opening_AbsoluteDelta+NumTweets_Week2_opening_AbsoluteDelta,67.18972833,62.8721512,75.58049372,62.92601534,4,2,6,7,-181.2767399,-364.0767399
6388,DeltaIJC+NumTweets_Month1_all_Absolute+NumTweets_Week1_all_Absolute+NumTweets_Week2_all_Absolute,70.12035034,65.10225576,80.25182612,65.14679943,4,2,6,7,-216.4442041,-399.2442041
6389,DeltaIJC+NumTweets_Month1_allold_Absolute+NumTweets_Week1_allold_Absolute+NumTweets_Week2_allold_Absolute,70.4191924,64.40053596,80.54436634,64.40092953,4,2,6,7,-220.0303089,-402.8303089
6390,DeltaIJC+NumTweets_Month1_all_Absolute+NumTweets_Week1_all_Absolute+NumTweets_Week2_all_Absolute+NumTweets_Month1_allold_Absolute+NumTweets_Week1_allold_Absolute+NumTweets_Week2_allold_Absolute,70.07907756,61.79250339,79.73135677,61.86825828,4,2,6,7,-215.9489307,-398.7489307
6391,DeltaIJC+NumTweets_Month1_opportunity_Absolute+NumTweets_Week1_opportunity_Absolute+NumTweets_Week2_opportunity_Absolute,66.13301856,61.32189282,75.44359709,61.37391187,4,2,6,7,-168.5962228,-351.3962228
6392,DeltaIJC+NumTweets_Month1_all_Absolute+NumTweets_Week1_all_Absolute+NumTweets_Week2_all_Absolute+NumTweets_Month1_opportunity_Absolute+NumTweets_Week1_opportunity_Absolute+NumTweets_Week2_opportunity_Absolute,65.53874615,60.45392626,74.76388246,60.5017874,4,2,6,7,-161.4649539,-344.2649539
6393,DeltaIJC+NumTweets_Month1_allold_Absolute+NumTweets_Week1_allold_Absolute+NumTweets_Week2_allold_Absolute+NumTweets_Month1_opportunity_Absolute+NumTweets_Week1_opportunity_Absolute+NumTweets_Week2_opportunity_Absolute,55.96458912,47.65483137,66.34008367,47.65725905,6,4,8,8,-46.57506943,-229.3750694
6394,DeltaIJC+NumTweets_Month1_opening_Absolute+NumTweets_Week1_opening_Absolute+NumTweets_Week2_opening_Absolute,68.063572,66.2804988,76.35907922,66.28727601,4,2,6,7,-191.762864,-374.562864
6395,DeltaIJC+NumTweets_Month1_all_Absolute+NumTweets_Week1_all_Absolute+NumTweets_Week2_all_Absolute+NumTweets_Month1_opening_Absolute+NumTweets_Week1_opening_Absolute+NumTweets_Week2_opening_Absolute,68.61680815,61.85682881,77.3905596,61.92681069,4,2,6,7,-198.4016978,-381.2016978
6396,DeltaIJC+NumTweets_Month1_allold_Absolute+NumTweets_Week1_allold_Absolute+NumTweets_Week2_allold_Absolute+NumTweets_Month1_opening_Absolute+NumTweets_Week1_opening_Absolute+NumTweets_Week2_opening_Absolute,65.99436738,59.84747934,75.12753339,59.92269889,4,2,6,7,-166.9324086,-349.7324086
6397,DeltaIJC+NumTweets_Month1_opportunity_Absolute+NumTweets_Week1_opportunity_Absolute+NumTweets_Week2_opportunity_Absolute+NumTweets_Month1_opening_Absolute+NumTweets_Week1_opening_Absolute+NumTweets_Week2_opening_Absolute,60.28226758,55.84620376,69.66490264,55.84620381,6,3,7,8,-98.38721091,-281.1872109
6398,DeltaIJC+NumTweets_Month1_all_AbsoluteDelta+NumTweets_Week1_all_AbsoluteDelta+NumTweets_Week2_all_AbsoluteDelta,70.64721275,67.14971272,80.77546191,67.15110361,4,2,6,7,-222.766553,-405.566553
6399,DeltaIJC+NumTweets_Month1_allold_AbsoluteDelta+NumTweets_Week1_allold_AbsoluteDelta+NumTweets_Week2_allold_AbsoluteDelta,70.58380851,66.56338577,80.40164814,66.62496238,4,2,6,7,-222.0057021,-404.8057021
6400,DeltaIJC+NumTweets_Month1_all_AbsoluteDelta+NumTweets_Week1_all_AbsoluteDelta+NumTweets_Week2_all_AbsoluteDelta+NumTweets_Month1_allold_AbsoluteDelta+NumTweets_Week1_allold_AbsoluteDelta+NumTweets_Week2_allold_AbsoluteDelta,71.37194335,66.99474363,80.87160623,67.03950664,3,2,5,7,-231.4633202,-414.2633202
6401,DeltaIJC+NumTweets_Month1_opportunity_AbsoluteDelta+NumTweets_Week1_opportunity_AbsoluteDelta+NumTweets_Week2_opportunity_AbsoluteDelta,69.5078532,65.66933923,79.68355025,65.75644702,4,2,6,7,-209.0942384,-391.8942384
6402,DeltaIJC+NumTweets_Month1_all_AbsoluteDelta+NumTweets_Week1_all_AbsoluteDelta+NumTweets_Week2_all_AbsoluteDelta+NumTweets_Month1_opportunity_AbsoluteDelta+NumTweets_Week1_opportunity_AbsoluteDelta+NumTweets_Week2_opportunity_AbsoluteDelta,69.07356191,65.4848136,79.27075348,65.52141867,3,2,5,7,-203.8827429,-386.6827429
6403,DeltaIJC+NumTweets_Month1_allold_AbsoluteDelta+NumTweets_Week1_allold_AbsoluteDelta+NumTweets_Week2_allold_AbsoluteDelta+NumTweets_Month1_opportunity_AbsoluteDelta+NumTweets_Week1_opportunity_AbsoluteDelta+NumTweets_Week2_opportunity_AbsoluteDelta,67.72469066,61.72121804,78.89401412,61.94596007,4,2,6,7,-187.6962879,-370.4962879
6404,DeltaIJC+NumTweets_Month1_opening_AbsoluteDelta+NumTweets_Week1_opening_AbsoluteDelta+NumTweets_Week2_opening_AbsoluteDelta,69.93387151,67.53867704,79.62116183,67.59099528,4,2,6,7,-214.2064581,-397.0064581
6405,DeltaIJC+NumTweets_Month1_all_AbsoluteDelta+NumTweets_Week1_all_AbsoluteDelta+NumTweets_Week2_all_AbsoluteDelta+NumTweets_Month1_opening_AbsoluteDelta+NumTweets_Week1_opening_AbsoluteDelta+NumTweets_Week2_opening_AbsoluteDelta,71.12029487,70.20937819,80.70681638,70.21213509,4,2,6,7,-228.4435384,-411.2435384
6406,DeltaIJC+NumTweets_Month1_allold_AbsoluteDelta+NumTweets_Week1_allold_AbsoluteDelta+NumTweets_Week2_allold_AbsoluteDelta+NumTweets_Month1_opening_AbsoluteDelta+NumTweets_Week1_opening_AbsoluteDelta+NumTweets_Week2_opening_AbsoluteDelta,70.43398522,67.65678821,80.34527568,67.67843118,4,2,6,7,-220.2078227,-403.0078227
6407,DeltaIJC+NumTweets_Month1_opportunity_AbsoluteDelta+NumTweets_Week1_opportunity_AbsoluteDelta+NumTweets_Week2_opportunity_AbsoluteDelta+NumTweets_Month1_opening_AbsoluteDelta+NumTweets_Week1_opening_AbsoluteDelta+NumTweets_Week2_opening_AbsoluteDelta,66.73469603,53.99851899,78.70902616,54.01151861,3,2,5,7,-175.8163523,-358.6163523
6408,DeltaIJC+NumTweets_Month1_all_Absolute+NumTweets_Week1_all_Absolute+NumTweets_Week2_all_Absolute+NumTweets_Month1_all_AbsoluteDelta+NumTweets_Week1_all_AbsoluteDelta+NumTweets_Week2_all_AbsoluteDelta,66.66602306,53.03107434,76.79432167,53.04678815,3,2,5,7,-174.9922767,-357.7922767
6409,DeltaIJC+NumTweets_Month1_allold_Absolute+NumTweets_Week1_allold_Absolute+NumTweets_Week2_allold_Absolute+NumTweets_Month1_allold_AbsoluteDelta+NumTweets_Week1_allold_AbsoluteDelta+NumTweets_Week2_allold_AbsoluteDelta,70.09569238,64.13870265,79.01563248,64.32197706,4,2,6,7,-216.1483086,-398.9483086
6410,DeltaIJC+NumTweets_Month1_opportunity_Absolute+NumTweets_Week1_opportunity_Absolute+NumTweets_Week2_opportunity_Absolute+NumTweets_Month1_opportunity_AbsoluteDelta+NumTweets_Week1_opportunity_AbsoluteDelta+NumTweets_Week2_opportunity_AbsoluteDelta,63.75440684,56.64876021,72.32193714,56.6604495,4,2,6,7,-140.0528821,-322.8528821
6411,DeltaIJC+NumTweets_Month1_opening_Absolute+NumTweets_Week1_opening_Absolute+NumTweets_Week2_opening_Absolute+NumTweets_Month1_opening_AbsoluteDelta+NumTweets_Week1_opening_AbsoluteDelta+NumTweets_Week2_opening_AbsoluteDelta,66.40523479,61.64560324,74.52007601,61.66672619,4,2,6,7,-171.8628174,-354.6628174
6412,DeltaIJC+NumPopularTweets_Month1_all_Absolute,55.07644547,50.01591382,63.17155628,50.03670274,6,2,7,6,-35.91734562,-218.7173456
6413,DeltaIJC+NumPopularTweets_Month1_allold_Absolute,62.91906571,58.15002074,70.96873254,58.16456952,4,2,6,7,-130.0287885,-312.8287885
6414,DeltaIJC+NumPopularTweets_Month1_all_Absolute+NumPopularTweets_Month1_allold_Absolute,54.19992721,45.23726115,62.81263958,45.87960588,5,3,6,6,-25.39912656,-208.1991266
6415,DeltaIJC+NumPopularTweets_Month1_opportunity_Absolute,63.37874319,57.20648052,71.72960191,57.30022405,4,2,6,7,-135.5449183,-318.3449183
6416,DeltaIJC+NumPopularTweets_Month1_all_Absolute+NumPopularTweets_Month1_opportunity_Absolute,54.42823398,43.36163653,62.86182345,45.46062741,5,3,6,6,-28.13880777,-210.9388078
6417,DeltaIJC+NumPopularTweets_Month1_allold_Absolute+NumPopularTweets_Month1_opportunity_Absolute,63.98579108,59.86144458,71.59330815,59.86409248,4,2,6,7,-142.8294929,-325.6294929
6418,DeltaIJC+NumPopularTweets_Month1_all_Absolute+NumPopularTweets_Month1_allold_Absolute+NumPopularTweets_Month1_opportunity_Absolute,55.10282764,45.01215251,63.24638287,47.10393631,5,3,6,6,-36.23393166,-219.0339317
6419,DeltaIJC+NumPopularTweets_Month1_opening_Absolute,65.16390951,60.69372229,73.72120603,60.71000642,4,2,6,7,-156.9669141,-339.7669141
6420,DeltaIJC+NumPopularTweets_Month1_all_Absolute+NumPopularTweets_Month1_opening_Absolute,52.34929162,44.97381034,61.43669903,46.09308557,6,4,7,6,-3.191499461,-185.9914995
6421,DeltaIJC+NumPopularTweets_Month1_allold_Absolute+NumPopularTweets_Month1_opening_Absolute,63.04479609,54.80368168,70.45097243,54.99443635,4,2,6,7,-131.5375531,-314.3375531
6422,DeltaIJC+NumPopularTweets_Month1_all_Absolute+NumPopularTweets_Month1_allold_Absolute+NumPopularTweets_Month1_opening_Absolute,53.34874969,44.61230132,62.19181035,45.13795381,6,3,7,6,-15.18499628,-197.9849963
6423,DeltaIJC+NumPopularTweets_Month1_opportunity_Absolute+NumPopularTweets_Month1_opening_Absolute,64.57318349,56.70190511,72.4611834,56.75598044,4,2,6,7,-149.8782019,-332.6782019
6424,DeltaIJC+NumPopularTweets_Month1_all_Absolute+NumPopularTweets_Month1_opportunity_Absolute+NumPopularTweets_Month1_opening_Absolute,53.62187543,43.86348037,62.20927659,45.68280924,6,3,7,6,-18.46250513,-201.2625051
6425,DeltaIJC+NumPopularTweets_Month1_allold_Absolute+NumPopularTweets_Month1_opportunity_Absolute+NumPopularTweets_Month1_opening_Absolute,64.03679694,60.30695323,70.87629855,60.31200965,4,2,6,7,-143.4415633,-326.2415633
6426,DeltaIJC+NumPopularTweets_Month1_all_Absolute+NumPopularTweets_Month1_allold_Absolute+NumPopularTweets_Month1_opportunity_Absolute+NumPopularTweets_Month1_opening_Absolute,53.46347243,45.41287289,62.24027626,47.54121847,6,3,7,6,-16.5616692,-199.3616692
6427,DeltaIJC+NumPopularTweets_Month1_all_AbsoluteDelta,69.80753889,66.10750192,81.10324035,66.10857446,4,2,6,7,-212.6904667,-395.4904667
6428,DeltaIJC+NumPopularTweets_Month1_allold_AbsoluteDelta,73.16025589,75.09723134,82.8138957,75.47698392,3,2,5,7,-252.9230707,-435.7230707
6429,DeltaIJC+NumPopularTweets_Month1_all_AbsoluteDelta+NumPopularTweets_Month1_allold_AbsoluteDelta,76.05267794,80.04776573,85.99778798,80.15737966,4,2,6,7,-287.6321353,-470.4321353
6430,DeltaIJC+NumPopularTweets_Month1_opportunity_AbsoluteDelta,70.73355264,67.42587099,81.13383006,67.44369028,4,2,6,7,-223.8026317,-406.6026317
6431,DeltaIJC+NumPopularTweets_Month1_all_AbsoluteDelta+NumPopularTweets_Month1_opportunity_AbsoluteDelta,70.34315923,65.26143012,81.97641217,65.27130912,4,2,6,7,-219.1179107,-401.9179107
6432,DeltaIJC+NumPopularTweets_Month1_allold_AbsoluteDelta+NumPopularTweets_Month1_opportunity_AbsoluteDelta,76.78985111,75.93109043,85.79724856,76.17127439,4,2,6,7,-296.4782133,-479.2782133
6433,DeltaIJC+NumPopularTweets_Month1_all_AbsoluteDelta+NumPopularTweets_Month1_allold_AbsoluteDelta+NumPopularTweets_Month1_opportunity_AbsoluteDelta,77.48195621,79.55485165,87.80982907,79.57968566,4,2,6,7,-304.7834745,-487.5834745
6434,DeltaIJC+NumPopularTweets_Month1_opening_AbsoluteDelta,71.92203293,68.90309168,81.98107396,68.94259124,3,2,5,7,-238.0643952,-420.8643952
6435,DeltaIJC+NumPopularTweets_Month1_all_AbsoluteDelta+NumPopularTweets_Month1_opening_AbsoluteDelta,71.67261178,68.98318025,82.49373132,68.98352533,3,2,5,7,-235.0713413,-417.8713413
6436,DeltaIJC+NumPopularTweets_Month1_allold_AbsoluteDelta+NumPopularTweets_Month1_opening_AbsoluteDelta,73.88878583,76.14127523,83.53868965,76.49153351,4,2,6,7,-261.66543,-444.46543
6437,DeltaIJC+NumPopularTweets_Month1_all_AbsoluteDelta+NumPopularTweets_Month1_allold_AbsoluteDelta+NumPopularTweets_Month1_opening_AbsoluteDelta,76.51803823,80.20043552,86.46035686,80.31455202,4,2,6,7,-293.2164587,-476.0164587
6438,DeltaIJC+NumPopularTweets_Month1_opportunity_AbsoluteDelta+NumPopularTweets_Month1_opening_AbsoluteDelta,72.21537498,69.31870945,82.1407445,69.36959256,3,2,5,7,-241.5844998,-424.3844998
6439,DeltaIJC+NumPopularTweets_Month1_all_AbsoluteDelta+NumPopularTweets_Month1_opportunity_AbsoluteDelta+NumPopularTweets_Month1_opening_AbsoluteDelta,71.79461022,68.25016693,83.33270334,68.26348071,3,2,5,7,-236.5353226,-419.3353226
6440,DeltaIJC+NumPopularTweets_Month1_allold_AbsoluteDelta+NumPopularTweets_Month1_opportunity_AbsoluteDelta+NumPopularTweets_Month1_opening_AbsoluteDelta,78.32567594,71.55701581,88.0902824,71.57746394,4,2,6,7,-314.9081113,-497.7081113
6441,DeltaIJC+NumPopularTweets_Month1_all_AbsoluteDelta+NumPopularTweets_Month1_allold_AbsoluteDelta+NumPopularTweets_Month1_opportunity_AbsoluteDelta+NumPopularTweets_Month1_opening_AbsoluteDelta,78.76147273,75.30590586,89.50204842,75.61097624,4,2,6,7,-320.1376727,-502.9376727
6442,DeltaIJC+NumPopularTweets_Month1_all_Absolute+NumPopularTweets_Month1_all_AbsoluteDelta,57.2012243,57.87410908,65.03689268,58.14261322,6,2,7,6,-61.41469158,-244.2146916
6443,DeltaIJC+NumPopularTweets_Month1_allold_Absolute+NumPopularTweets_Month1_allold_AbsoluteDelta,67.08048575,68.70483125,75.02388034,68.70486392,5,2,7,7,-179.9658291,-362.7658291
6444,DeltaIJC+NumPopularTweets_Month1_all_Absolute+NumPopularTweets_Month1_allold_Absolute+NumPopularTweets_Month1_all_AbsoluteDelta+NumPopularTweets_Month1_allold_AbsoluteDelta,59.91659665,52.00608603,71.3606174,52.20736609,3,1,4,4,-93.99915978,-276.7991598
6445,DeltaIJC+NumPopularTweets_Month1_opportunity_Absolute+NumPopularTweets_Month1_opportunity_AbsoluteDelta,64.2704982,58.52407048,72.7474504,58.7039374,4,2,6,7,-146.2459784,-329.0459784
6446,DeltaIJC+NumPopularTweets_Month1_all_Absolute+NumPopularTweets_Month1_opportunity_Absolute+NumPopularTweets_Month1_all_AbsoluteDelta+NumPopularTweets_Month1_opportunity_AbsoluteDelta,56.16473819,46.32092075,65.445717,48.13608237,5,3,6,6,-48.97685827,-231.7768583
6447,DeltaIJC+NumPopularTweets_Month1_allold_Absolute+NumPopularTweets_Month1_opportunity_Absolute+NumPopularTweets_Month1_allold_AbsoluteDelta+NumPopularTweets_Month1_opportunity_AbsoluteDelta,71.43653498,74.47106384,79.30705865,74.53381437,4,2,5,7,-232.2384198,-415.0384198
6448,DeltaIJC+NumPopularTweets_Month1_all_Absolute+NumPopularTweets_Month1_allold_Absolute+NumPopularTweets_Month1_opportunity_Absolute+NumPopularTweets_Month1_all_AbsoluteDelta+NumPopularTweets_Month1_allold_AbsoluteDelta+NumPopularTweets_Month1_opportunity_AbsoluteDelta,67.29133854,69.87918161,75.23742385,69.88056718,3,1,4,4,-182.4960625,-365.2960625
6449,DeltaIJC+NumPopularTweets_Month1_opening_Absolute+NumPopularTweets_Month1_opening_AbsoluteDelta,67.8321478,65.51411274,76.51111747,65.53028362,3,2,5,7,-188.9857736,-371.7857736
6450,DeltaIJC+NumPopularTweets_Month1_all_Absolute+NumPopularTweets_Month1_opening_Absolute+NumPopularTweets_Month1_all_AbsoluteDelta+NumPopularTweets_Month1_opening_AbsoluteDelta,54.72787887,52.17209821,64.61286385,52.70371722,5,4,6,6,-31.7345464,-214.5345464
6451,DeltaIJC+NumPopularTweets_Month1_allold_Absolute+NumPopularTweets_Month1_opening_Absolute+NumPopularTweets_Month1_allold_AbsoluteDelta+NumPopularTweets_Month1_opening_AbsoluteDelta,66.6335796,59.66840215,74.27532443,60.31193529,4,2,6,7,-174.6029552,-357.4029552
6452,DeltaIJC+NumPopularTweets_Month1_all_Absolute+NumPopularTweets_Month1_allold_Absolute+NumPopularTweets_Month1_opening_Absolute+NumPopularTweets_Month1_all_AbsoluteDelta+NumPopularTweets_Month1_allold_AbsoluteDelta+NumPopularTweets_Month1_opening_AbsoluteDelta,58.26701042,48.8804098,70.81955061,49.03935759,5,1,6,5,-74.20412508,-257.0041251
6453,DeltaIJC+NumPopularTweets_Month1_opportunity_Absolute+NumPopularTweets_Month1_opening_Absolute+NumPopularTweets_Month1_opportunity_AbsoluteDelta+NumPopularTweets_Month1_opening_AbsoluteDelta,65.01041961,58.78566169,73.34491429,59.36798787,4,2,5,7,-155.1250353,-337.9250353
