Date	INJCJC Index px last	Date	INJCJCNS Index px last	Date	INJCJC Index bn survey median	Date	INJCJC Index actual release
6/26/2009	594	6/26/2009	563.4				
7/3/2009	573	7/3/2009	586				
7/10/2009	546	7/10/2009	677				
7/17/2009	560	7/17/2009	590.7				
7/24/2009	587	7/24/2009	516.4				
7/31/2009	555	7/31/2009	471				
8/7/2009	555	8/7/2009	486.6				
8/14/2009	562	8/14/2009	461.8				
8/21/2009	560	8/21/2009	461				
8/28/2009	564	8/28/2009	460.5				
9/4/2009	558	9/4/2009	470.1				
9/11/2009	542	9/11/2009	414.6				
9/18/2009	536	9/18/2009	441.3				
9/25/2009	554	9/25/2009	449.6				
10/2/2009	533	10/2/2009	456.2				
10/9/2009	511	10/9/2009	513.9				
10/16/2009	531	10/16/2009	465				
10/23/2009	530	10/23/2009	499.4				
10/30/2009	522	10/30/2009	487.7				
11/6/2009	512	11/6/2009	537.2				
11/13/2009	507	11/13/2009	479.4				
11/20/2009	482	11/20/2009	547				
11/27/2009	475	11/27/2009	462.1				
12/4/2009	497	12/4/2009	673.1				
12/11/2009	498	12/11/2009	561.7				
12/18/2009	479	12/18/2009	571.4				
12/25/2009	468	12/25/2009	561.9				
1/1/2010	460	1/1/2010	651.2				
1/8/2010	474	1/8/2010	825.9				
1/15/2010	513	1/15/2010	659.2				
1/22/2010	471	1/22/2010	507.7				
1/29/2010	493	1/29/2010	538.6				
2/5/2010	465	2/5/2010	512.5				
2/12/2010	486	2/12/2010	482.1				
2/19/2010	500	2/19/2010	458.2				
2/26/2010	486	2/26/2010	474.7				
3/5/2010	469	3/5/2010	462.7				
3/12/2010	475	3/12/2010	439.1				
3/19/2010	468	3/19/2010	413.1				
3/26/2010	458	3/26/2010	412.7				
4/2/2010	476	4/2/2010	421.1				
4/9/2010	474	4/9/2010	514.1				
4/16/2010	467	4/16/2010	436.8				
4/23/2010	450	4/23/2010	429.2				
4/30/2010	450	4/30/2010	399.4				
5/7/2010	450	5/7/2010	414.3				
5/14/2010	474	5/14/2010	414.6				
5/21/2010	461	5/21/2010	410.8				
5/28/2010	456	5/28/2010	418.9				
6/4/2010	458	6/4/2010	398.9				
6/11/2010	466	6/11/2010	448.3				
6/18/2010	452	6/18/2010	427.1				
6/25/2010	464	6/25/2010	444.7				
7/2/2010	454	7/2/2010	470.4				
7/9/2010	438	7/9/2010	516				
7/16/2010	459	7/16/2010	502.1				
7/23/2010	464	7/23/2010	413.7				
7/30/2010	474	7/30/2010	402.1				
8/6/2010	484	8/6/2010	425.5				
8/13/2010	486	8/13/2010	405.5				
8/20/2010	464	8/20/2010	385				
8/27/2010	467	8/27/2010	383.1				
9/3/2010	455	9/3/2010	381.9				
9/10/2010	444	9/10/2010	341.8				
9/17/2010	460	9/17/2010	382.3				
9/24/2010	458	9/24/2010	372.6				
10/1/2010	446	10/1/2010	373.7				
10/8/2010	457	10/8/2010	462.7				
10/15/2010	443	10/15/2010	394				
10/22/2010	433	10/22/2010	408.5				
10/29/2010	453	10/29/2010	421.1				
11/5/2010	436	11/5/2010	452.7				
11/12/2010	434	11/12/2010	409.5				
11/19/2010	410	11/19/2010	464.8				
11/26/2010	435	11/26/2010	412.9				
12/3/2010	431	12/3/2010	585.7				
12/10/2010	428	12/10/2010	491.8				
12/17/2010	426	12/17/2010	495.5				
12/24/2010	406	12/24/2010	525.7				
12/31/2010	418	12/31/2010	578.9				
1/7/2011	439	1/7/2011	773.5				
1/14/2011	428	1/14/2011	549.7				
1/21/2011	448	1/21/2011	486				
1/28/2011	419	1/28/2011	464.8				
2/4/2011	404	2/4/2011	440.7				
2/11/2011	425	2/11/2011	424.4				
2/18/2011	397	2/18/2011	381				
2/25/2011	389	2/25/2011	353.8				
3/4/2011	414	3/4/2011	407.3				
3/11/2011	404	3/11/2011	371.7				
3/18/2011	406	3/18/2011	354.5				
3/25/2011	397	3/25/2011	357.5				
4/1/2011	394	4/1/2011	353.8				
4/8/2011	412	4/8/2011	448				
4/15/2011	404	4/15/2011	381.8				
4/22/2011	423	4/22/2011	387.9				
4/29/2011	468	4/29/2011	416				
5/6/2011	430	5/6/2011	397.7				
5/13/2011	413	5/13/2011	361.6				
5/20/2011	423	5/20/2011	376.6				
5/27/2011	416	5/27/2011	381.5				
6/3/2011	424	6/3/2011	366.8				
6/10/2011	412	6/10/2011	400.6				
6/17/2011	415	6/17/2011	394.3				
6/24/2011	421	6/24/2011	406.6				
7/1/2011	419	7/1/2011	425.6				
7/8/2011	409	7/8/2011	474				
7/15/2011	414	7/15/2011	470.1				
7/22/2011	408	7/22/2011	369.2				
7/29/2011	403	7/29/2011	341.1				
8/5/2011	405	8/5/2011	354.4				
8/12/2011	409	8/12/2011	346				
8/19/2011	414	8/19/2011	344.9				
8/26/2011	408	8/26/2011	336.8				
9/2/2011	417	9/2/2011	348.6				
9/9/2011	427	9/9/2011	328.9				
9/16/2011	420	9/16/2011	353.8				
9/23/2011	405	9/23/2011	328.1				
9/30/2011	404	9/30/2011	332.4				
10/7/2011	404	10/7/2011	405.9				
10/14/2011	391	10/14/2011	357.6				
10/21/2011	400	10/21/2011	377.2				
10/28/2011	397	10/28/2011	369.6				
11/4/2011	392	11/4/2011	402.5				
11/11/2011	385	11/11/2011	363				
11/18/2011	387	11/18/2011	440.2				
11/25/2011	399	11/25/2011	372.6				
12/2/2011	390	12/2/2011	528.8				
12/9/2011	369	12/9/2011	435.9				
12/16/2011	368	12/16/2011	421.1				
12/23/2011	388	12/23/2011	497.7				
12/30/2011	381	12/30/2011	540.1				
1/6/2012	396	1/6/2012	646.2				
1/13/2012	374	1/13/2012	525.4				
1/20/2012	384	1/20/2012	416.9				
1/27/2012	370	1/27/2012	422.3				
2/3/2012	369	2/3/2012	401.4				
2/10/2012	361	2/10/2012	365				
2/17/2012	360	2/17/2012	346.7				
2/24/2012	372	2/24/2012	334.2				
3/2/2012	374	3/2/2012	368.4				
3/9/2012	368	3/9/2012	340.1				
3/16/2012	367	3/16/2012	319.5				
3/23/2012	359	3/23/2012	323.4				
3/30/2012	357	3/30/2012	315.7				
4/6/2012	380	4/6/2012	390.1				
4/13/2012	381	4/13/2012	370.5				
4/20/2012	386	4/20/2012	370.6				
4/27/2012	374	4/27/2012	333.5				
5/4/2012	370	5/4/2012	341.1				
5/11/2012	367	5/11/2012	325.1				
5/18/2012	372	5/18/2012	330.4				
5/25/2012	378	5/25/2012	346.3				
6/1/2012	378	6/1/2012	324.4				
6/8/2012	382	6/8/2012	376.6				
6/15/2012	383	6/15/2012	364.5				
6/22/2012	381	6/22/2012	370.5				
6/29/2012	373	6/29/2012	369.8				
7/6/2012	360	7/6/2012	442.2				
7/13/2012	384	7/13/2012	455.3				
7/20/2012	361	7/20/2012	340.8				
7/27/2012	371	7/27/2012	312.9				
8/3/2012	369	8/3/2012	320.2				
8/10/2012	372	8/10/2012	317.7				
8/17/2012	374	8/17/2012	311.9				
8/24/2012	377	8/24/2012	312.5				
8/31/2012	374	8/31/2012	309.5				
9/7/2012	394	9/7/2012	299.7				
9/14/2012	386	9/14/2012	330.5				
9/21/2012	376	9/21/2012	303.7				
9/28/2012	374	9/28/2012	301				
10/5/2012	343	10/5/2012	329.9				
10/12/2012	379	10/12/2012	362.7				
10/19/2012	370	10/19/2012	345.2				
10/26/2012	364	10/26/2012	339.9				
11/2/2012	365	11/2/2012	361.8				
11/9/2012	446	11/9/2012	478.6				
11/16/2012	406	11/16/2012	403.6				
11/23/2012	394	11/23/2012	358.9				
11/30/2012	379	11/30/2012	500.2				
12/7/2012	343	12/7/2012	429.2				
12/14/2012	358	12/14/2012	401.4				
12/21/2012	365	12/21/2012	457.6				
12/28/2012	369	12/28/2012	490.1				
1/4/2013	375	1/4/2013	557.4				
1/11/2013	351	1/11/2013	558				
1/18/2013	347	1/18/2013	437.4				
1/25/2013	364	1/25/2013	369.6				
2/1/2013	357	2/1/2013	388.7				
2/8/2013	349	2/8/2013	361.8				
2/15/2013	360	2/15/2013	351.1				
2/22/2013	348	2/22/2013	310.5				
3/1/2013	342	3/1/2013	335.8				
3/8/2013	338	3/8/2013	317.7				
3/15/2013	343	3/15/2013	301.5				
3/22/2013	354	3/22/2013	316.1				
3/29/2013	375	3/29/2013	317.5				
4/5/2013	348	4/5/2013	356.9				
4/12/2013	353	4/12/2013	359.4				
4/19/2013	343	4/19/2013	326.3				
4/26/2013	332	4/26/2013	301.6				
5/3/2013	332	5/3/2013	301.6				
5/10/2013	355	5/10/2013	320.3				
5/17/2013	344	5/17/2013	303.4				
5/24/2013	350	5/24/2013	319.5				
5/31/2013	347	5/31/2013	294.6				
6/7/2013	337	6/7/2013	333				
6/14/2013	352	6/14/2013	337				
6/21/2013	345	6/21/2013	336.9				
6/28/2013	344	6/28/2013	335.4				
7/5/2013	353	7/5/2013	383.8				
7/12/2013	339	7/12/2013	411				
7/19/2013	343	7/19/2013	340.5				
7/26/2013	333	7/26/2013	281.7				
8/2/2013	335	8/2/2013	288.9				
8/9/2013	329	8/9/2013	282.8				
8/16/2013	338	8/16/2013	281.2				
8/23/2013	336	8/23/2013	279.8				
8/30/2013	328	8/30/2013	269.4				
9/6/2013	307	9/6/2013	229.6				
9/13/2013	318	9/13/2013	272.9				
9/20/2013	316	9/20/2013	255.1				
9/27/2013	318	9/27/2013	252.2				
10/4/2013	362	10/4/2013	335.9				
10/11/2013	355	10/11/2013	361				
10/18/2013	347	10/18/2013	312				
10/25/2013	346	10/25/2013	325.3				
11/1/2013	341	11/1/2013	331.9				
11/8/2013	342	11/8/2013	364.2				
11/15/2013	332	11/15/2013	327.1				
11/22/2013	324	11/22/2013	369.2				
11/29/2013	317	11/29/2013	321.9				
12/6/2013	358	12/6/2013	463.4				
12/13/2013	368	12/13/2013	414.6				
12/20/2013	339	12/20/2013	418.3				
12/27/2013	344	12/27/2013	452.7				
1/3/2014	333	1/3/2014	488.5				
1/10/2014	329	1/10/2014	535				
1/17/2014	334	1/17/2014	416.1				
1/24/2014	345	1/24/2014	357.8				
1/31/2014	328	1/31/2014	357.7				
2/7/2014	343	2/7/2014	360.3				
2/14/2014	330	2/14/2014	322.8				
2/21/2014	351	2/21/2014	312.7				
2/28/2014	325	2/28/2014	317.8				
3/7/2014	319	3/7/2014	302.3				
3/14/2014	323	3/14/2014	286				
3/21/2014	310	3/21/2014	274.1				
3/28/2014	332	3/28/2014	294.9				
4/4/2014	301	4/4/2014	299.2				
4/11/2014	305	4/11/2014	318.8				
4/18/2014	330	4/18/2014	299.2				
4/25/2014	345	4/25/2014	318.1				
5/2/2014	321	5/2/2014	288.7				
5/9/2014	298	5/9/2014	270.7				
5/16/2014	327	5/16/2014	287.4				
5/23/2014	304	5/23/2014	275.4				
5/30/2014	313	5/30/2014	264.1				
6/6/2014	318	6/6/2014	313.4				
6/13/2014	314	6/13/2014	301.3				
6/20/2014	313	6/20/2014	305				
6/27/2014	316	6/27/2014	305.8				
7/4/2014	305	7/4/2014	322.5				
7/11/2014	303	7/11/2014	370.6				
7/18/2014	279	7/18/2014	287				
7/25/2014	303	7/25/2014	257.6				
8/1/2014	290	8/1/2014	247.9				
8/8/2014	312	8/8/2014	269.5				
8/15/2014	299	8/15/2014	249.5				
8/22/2014	298	8/22/2014	248.9				
8/29/2014	304	8/29/2014	249.8				
9/5/2014	315	9/5/2014	234.4				
