Date	INJCJC Index px last	Date	INJCJCNS Index px last	Date	INJCJC Index bn survey median	Date	INJCJC Index actual release
1/6/1967	208	1/6/1967	346	3/21/1997	315	1/3/1997	347
1/13/1967	207	1/13/1967	334	3/28/1997	312	1/10/1997	323
1/20/1967	217	1/20/1967	277	4/4/1997	313	1/17/1997	355
1/27/1967	204	1/27/1967	252	4/11/1997	316	1/24/1997	351
2/3/1967	216	2/3/1967	274	4/18/1997	329	1/31/1997	325
2/10/1967	229	2/10/1967	276	4/25/1997	328	2/7/1997	309
2/17/1967	229	2/17/1967	247	5/2/1997	334	2/14/1997	309
2/24/1967	242	2/24/1967	248	5/9/1997	335	2/21/1997	316
3/3/1967	310	3/3/1967	326	5/16/1997	323	2/28/1997	310
3/10/1967	241	3/10/1967	240	5/23/1997	321	3/7/1997	307
3/17/1967	245	3/17/1967	225	5/30/1997	322	3/14/1997	312
3/24/1967	247	3/24/1967	215	6/6/1997	325	3/21/1997	310
3/31/1967	259	3/31/1967	223	6/13/1997	331	3/28/1997	314
4/7/1967	257	4/7/1967	251	6/20/1997	342	4/4/1997	314
4/14/1967	299	4/14/1967	289	6/27/1997	334	4/11/1997	332
4/21/1967	245	4/21/1967	218	7/4/1997	340	4/18/1997	324
4/28/1967	255	4/28/1967	216	7/11/1997	352	4/25/1997	347
5/5/1967	254	5/5/1967	221	7/18/1997	331	5/2/1997	347
5/12/1967	231	5/12/1967	188	7/25/1997	300	5/9/1997	319
5/19/1967	230	5/19/1967	177	8/1/1997	308	5/16/1997	322
5/26/1967	228	5/26/1967	170	8/8/1997	316	5/23/1997	322
6/2/1967	248	6/2/1967	175	8/15/1997	329	5/30/1997	338
6/9/1967	238	6/9/1967	188	8/22/1997	330	6/6/1997	339
6/16/1967	224	6/16/1967	176	8/29/1997	324	6/13/1997	347
6/23/1967	218	6/23/1967	178	9/5/1997	325	6/20/1997	332
6/30/1967	209	6/30/1967	206	9/12/1997	319	6/27/1997	337
7/7/1967	240	7/7/1967	322	9/19/1997	311	7/4/1997	377
7/14/1967	241	7/14/1967	309	9/26/1997	309	7/11/1997	349
7/21/1967	240	7/21/1967	282	10/3/1997	311	7/18/1997	299
7/28/1967	209	7/28/1967	243	10/10/1997	305	7/25/1997	277
8/4/1967	221	8/4/1967	250	10/17/1997	306	8/1/1997	300
8/11/1967	202	8/11/1967	193	10/24/1997	310	8/8/1997	316
8/18/1967	215	8/18/1967	174	10/31/1997	305	8/15/1997	337
8/25/1967	213	8/25/1967	160	11/7/1997	309	8/22/1997	327
9/1/1967	218	9/1/1967	163	11/14/1997	312	8/29/1997	329
9/8/1967	231	9/8/1967	156	11/21/1997	321	9/5/1997	318
9/15/1967	220	9/15/1967	165	11/28/1997	309	9/12/1997	306
9/22/1967	209	9/22/1967	155	12/5/1997	311	9/19/1997	306
9/29/1967	204	9/29/1967	154	12/12/1997	313	9/26/1997	308
10/6/1967	231	10/6/1967	195	12/19/1997	316	10/3/1997	304
10/13/1967	206	10/13/1967	159	12/26/1997	312	10/10/1997	306
10/20/1967	223	10/20/1967	181	1/2/1998	318	10/17/1997	315
10/27/1967	207	10/27/1967	174	1/9/1998	320	10/24/1997	297
11/3/1967	222	11/3/1967	204	1/16/1998	330	10/31/1997	315
11/10/1967	214	11/10/1967	201	1/23/1998	325	11/7/1997	310
11/17/1967	198	11/17/1967	209	1/30/1998	313	11/14/1997	333
11/24/1967	191	11/24/1967	200	2/6/1998	306	11/21/1997	303
12/1/1967	196	12/1/1967	228	2/13/1998	303	11/28/1997	303
12/8/1967	221	12/8/1967	258	2/20/1998	304	12/5/1997	311
12/15/1967	204	12/15/1967	241	2/27/1998	315	12/12/1997	319
12/22/1967	219	12/22/1967	289	3/6/1998	307	12/19/1997	307
12/29/1967	216	12/29/1967	332	3/13/1998	303	12/26/1997	318
1/5/1968	222	1/5/1968	357	3/20/1998	308	1/2/1998	334
1/12/1968	222	1/12/1968	373	3/27/1998	310	1/9/1998	335
1/19/1968	221	1/19/1968	293	4/3/1998	315	1/16/1998	326
1/26/1968	198	1/26/1968	242	4/10/1998	307	1/23/1998	300
2/2/1968	244	2/2/1968	308	4/17/1998	307	1/30/1998	303
2/9/1968	210	2/9/1968	257	4/24/1998	316	2/6/1998	303
2/16/1968	196	2/16/1968	214	5/1/1998	319	2/13/1998	301
2/23/1968	193	2/23/1968	199	5/8/1998	307	2/20/1998	320
3/1/1968	190	3/1/1968	198	5/15/1998	309	2/27/1998	304
3/8/1968	204	3/8/1968	208	5/22/1998	312	3/6/1998	298
3/15/1968	190	3/15/1968	179	5/29/1998	310	3/13/1998	308
3/22/1968	200	3/22/1968	175	6/5/1998	320	3/20/1998	313
3/29/1968	192	3/29/1968	165	6/12/1998	325	3/27/1998	309
4/5/1968	191	4/5/1968	184	6/19/1998	352.5	4/3/1998	308
4/12/1968	171	4/12/1968	167	6/26/1998	400	4/10/1998	289
4/19/1968	183	4/19/1968	165	7/3/1998	415	4/17/1998	317
4/26/1968	251	4/26/1968	216	7/10/1998	365	4/24/1998	319
5/3/1968	209	5/3/1968	180	7/17/1998	327	5/1/1998	308
5/10/1968	194	5/10/1968	164	7/24/1998	305	5/8/1998	307
5/17/1968	199	5/17/1968	156	7/31/1998	315	5/15/1998	313
5/24/1968	194	5/24/1968	148	8/7/1998	310	5/22/1998	312
5/31/1968	199	5/31/1968	139	8/14/1998	308	5/29/1998	339
6/7/1968	192	6/7/1968	149	8/21/1998	301.5	6/5/1998	315
6/14/1968	194	6/14/1968	154	8/28/1998	300	6/12/1998	327
6/21/1968	189	6/21/1968	152	9/4/1998	305.5	6/19/1998	364
6/28/1968	194	6/28/1968	173	9/11/1998	315	6/26/1998	390
7/5/1968	214	7/5/1968	266	9/18/1998	305	7/3/1998	392
7/12/1968	186	7/12/1968	242	9/25/1998	300	7/10/1998	336
7/19/1968	180	7/19/1968	216	10/2/1998	299.5	7/17/1998	315
7/26/1968	205	7/26/1968	238	10/9/1998	302	7/24/1998	304
8/2/1968	206	8/2/1968	235	10/16/1998	305	7/31/1998	307
8/9/1968	218	8/9/1968	222	10/23/1998	315	8/7/1998	301
8/16/1968	192	8/16/1968	160	10/30/1998	306.5	8/14/1998	301
8/23/1968	193	8/23/1968	148	11/6/1998	315	8/21/1998	297
8/30/1968	188	8/30/1968	139	11/13/1998	320	8/28/1998	302
9/6/1968	189	9/6/1968	135	11/20/1998	325	9/4/1998	312
9/13/1968	195	9/13/1968	141	11/27/1998	312.5	9/11/1998	299
9/20/1968	191	9/20/1968	142	12/4/1998	315	9/18/1998	292
9/27/1968	189	9/27/1968	143	12/11/1998	315	9/25/1998	289
10/4/1968	185	10/4/1968	153	12/18/1998	306	10/2/1998	300
10/11/1968	186	10/11/1968	151	12/25/1998	303.5	10/9/1998	303
10/18/1968	191	10/18/1968	151	1/1/1999	323	10/16/1998	318
10/25/1968	182	10/25/1968	152	1/8/1999	335	10/23/1998	301
11/1/1968	181	11/1/1968	161	1/15/1999	340	10/30/1998	312
11/8/1968	183	11/8/1968	174	1/22/1999	336	11/6/1998	321
11/15/1968	192	11/15/1968	196	1/29/1999	310	11/13/1998	332
11/22/1968	199	11/22/1968	211	2/5/1999	300	11/20/1998	300
11/29/1968	162	11/29/1968	180	2/12/1999	290	11/27/1998	313
12/6/1968	188	12/6/1968	223	2/19/1999	300	12/4/1998	314
12/13/1968	195	12/13/1968	233	2/26/1999	295	12/11/1998	296
12/20/1968	192	12/20/1968	243	3/5/1999	290	12/18/1998	287
12/27/1968	223	12/27/1968	333	3/12/1999	294	12/25/1998	368
1/3/1969	190	1/3/1969	290	3/19/1999	300	1/1/1999	350
1/10/1969	191	1/10/1969	337	3/26/1999	291	1/8/1999	352
1/17/1969	192	1/17/1969	265	4/2/1999	290	1/15/1999	346
1/24/1969	193	1/24/1969	236	4/9/1999	295	1/22/1999	301
1/31/1969	203	1/31/1969	250	4/16/1999	305	1/29/1999	292
2/7/1969	197	2/7/1969	248	4/23/1999	310	2/5/1999	281
2/14/1969	192	2/14/1969	219	4/30/1999	295	2/12/1999	288
2/21/1969	192	2/21/1969	199	5/7/1999	300	2/19/1999	293
2/28/1969	201	2/28/1969	206	5/14/1999	300	2/26/1999	286
3/7/1969	191	3/7/1969	195	5/21/1999	300	3/5/1999	289
3/14/1969	189	3/14/1969	179	5/28/1999	297	3/12/1999	298
3/21/1969	181	3/21/1969	158	6/4/1999	305	3/19/1999	289
3/28/1969	183	3/28/1969	157	6/11/1999	310	3/26/1999	289
4/4/1969	182	4/4/1969	170	6/18/1999	305	4/2/1999	299
4/11/1969	190	4/11/1969	187	6/25/1999	305	4/9/1999	316
4/18/1969	187	4/18/1969	168	7/2/1999	300	4/16/1999	314
4/25/1969	177	4/25/1969	151	7/9/1999	308.5	4/23/1999	294
5/2/1969	177	5/2/1969	150	7/16/1999	310	4/30/1999	301
5/9/1969	183	5/9/1969	157	7/23/1999	310	5/7/1999	303
5/16/1969	179	5/16/1969	141	7/30/1999	295	5/14/1999	299
5/23/1969	180	5/23/1969	138	8/6/1999	290	5/21/1999	300
5/30/1969	187	5/30/1969	135	8/13/1999	290	5/28/1999	305
6/6/1969	192	6/6/1969	148	8/20/1999	290	6/4/1999	323
6/13/1969	182	6/13/1969	145	8/27/1999	290	6/11/1999	297
6/20/1969	191	6/20/1969	155	9/3/1999	291	6/18/1999	302
6/27/1969	203	6/27/1969	177	9/10/1999	290	6/25/1999	299
7/4/1969	227	7/4/1969	267	9/17/1999	290	7/2/1999	294
7/11/1969	210	7/11/1969	271	9/24/1999	300	7/9/1999	310
7/18/1969	206	7/18/1969	246	10/1/1999	295	7/16/1999	313
7/25/1969	192	7/25/1969	221	10/8/1999	303	7/23/1999	275
8/1/1969	196	8/1/1969	223	10/15/1999	290	7/30/1999	279
8/8/1969	203	8/8/1969	210	10/22/1999	295	8/6/1999	284
8/15/1969	199	8/15/1969	168	10/29/1999	287	8/13/1999	287
8/22/1969	199	8/22/1969	154	11/5/1999	290	8/20/1999	283
8/29/1969	195	8/29/1969	144	11/12/1999	290	8/27/1999	289
9/5/1969	182	9/5/1969	133	11/19/1999	290	9/3/1999	286
9/12/1969	209	9/12/1969	149	11/26/1999	285	9/10/1999	288
9/19/1969	195	9/19/1969	147	12/3/1999	290	9/17/1999	272
9/26/1969	193	9/26/1969	147	12/10/1999	290	9/24/1999	299
10/3/1969	193	10/3/1969	159	12/17/1999	280	10/1/1999	312
10/10/1969	200	10/10/1969	168	12/24/1999	285	10/8/1999	285
10/17/1969	199	10/17/1969	155	12/31/1999	285	10/15/1999	298
10/24/1969	205	10/24/1969	171	1/7/2000	300	10/22/1999	278
10/31/1969	198	10/31/1969	174	1/14/2000	295	10/29/1999	288
11/7/1969	211	11/7/1969	206	1/21/2000	276	11/5/1999	285
11/14/1969	197	11/14/1969	196	1/28/2000	270	11/12/1999	287
11/21/1969	217	11/21/1969	230	2/4/2000	275	11/19/1999	274
11/28/1969	202	11/28/1969	219	2/11/2000	280	11/26/1999	291
12/5/1969	202	12/5/1969	247	2/18/2000	285	12/3/1999	293
12/12/1969	222	12/12/1969	264	2/25/2000	280	12/10/1999	266
12/19/1969	232	12/19/1969	289	3/3/2000	280	12/17/1999	281
12/26/1969	223	12/26/1969	320	3/10/2000	280	12/24/1999	274
1/2/1970	230	1/2/1970	344	3/17/2000	270	12/31/1999	309
1/9/1970	242	1/9/1970	429	3/24/2000	270	1/7/2000	309
1/16/1970	268	1/16/1970	386	3/31/2000	270	1/14/2000	272
1/23/1970	256	1/23/1970	316	4/7/2000	265	1/21/2000	266
1/30/1970	239	1/30/1970	293	4/14/2000	265	1/28/2000	274
2/6/1970	256	2/6/1970	324	4/21/2000	260	2/4/2000	301
2/13/1970	265	2/13/1970	308	4/28/2000	273	2/11/2000	283
2/20/1970	271	2/20/1970	285	5/5/2000	287	2/18/2000	278
2/27/1970	242	2/27/1970	241	5/12/2000	290	2/25/2000	275
3/6/1970	262	3/6/1970	270	5/19/2000	275.5	3/3/2000	280
3/13/1970	271	3/13/1970	258	5/26/2000	280	3/10/2000	262
3/20/1970	264	3/20/1970	233	6/2/2000	285	3/17/2000	266
3/27/1970	276	3/27/1970	236	6/9/2000	290	3/24/2000	266
4/3/1970	273	4/3/1970	250	6/16/2000	295	3/31/2000	260
4/10/1970	305	4/10/1970	300	6/23/2000	300	4/7/2000	264
4/17/1970	374	4/17/1970	339	6/30/2000	302.5	4/14/2000	257
4/24/1970	349	4/24/1970	299	7/7/2000	305	4/21/2000	283
5/1/1970	334	5/1/1970	278	7/14/2000	315	4/28/2000	303
5/8/1970	318	5/8/1970	279	7/21/2000	300	5/5/2000	297
5/15/1970	303	5/15/1970	242	7/28/2000	282.5	5/12/2000	276
5/22/1970	296	5/22/1970	231	8/4/2000	285	5/19/2000	284
5/29/1970	301	5/29/1970	224	8/11/2000	290	5/26/2000	286
6/5/1970	301	6/5/1970	234	8/18/2000	305	6/2/2000	309
6/12/1970	298	6/12/1970	242	8/25/2000	310	6/9/2000	296
6/19/1970	296	6/19/1970	245	9/1/2000	315	6/16/2000	302
6/26/1970	291	6/26/1970	247	9/8/2000	315	6/23/2000	306
7/3/1970	277	7/3/1970	309	9/15/2000	317	6/30/2000	296
7/10/1970	288	7/10/1970	369	9/22/2000	310	7/7/2000	319
7/17/1970	294	7/17/1970	353	9/29/2000	300	7/14/2000	311
7/24/1970	287	7/24/1970	329	10/6/2000	301.5	7/21/2000	272
7/31/1970	261	7/31/1970	293	10/13/2000	305	7/28/2000	276
8/7/1970	266	8/7/1970	278	10/20/2000	307	8/4/2000	293
8/14/1970	300	8/14/1970	257	10/27/2000	308	8/11/2000	313
8/21/1970	303	8/21/1970	238	11/3/2000	310	8/18/2000	314
8/28/1970	297	8/28/1970	220	11/10/2000	315	8/25/2000	318
9/4/1970	324	9/4/1970	240	11/17/2000	320	9/1/2000	316
9/11/1970	292	9/11/1970	207	11/24/2000	330	9/8/2000	324
9/18/1970	325	9/18/1970	247	12/1/2000	344.5	9/15/2000	308
9/25/1970	333	9/25/1970	256	12/8/2000	350	9/22/2000	287
10/2/1970	350	10/2/1970	284	12/15/2000	336	9/29/2000	299
10/9/1970	327	10/9/1970	287	12/22/2000	352.5	10/6/2000	306
10/16/1970	334	10/16/1970	259	12/29/2000	340	10/13/2000	307
10/23/1970	330	10/23/1970	280	1/5/2001	370	10/20/2000	305
10/30/1970	327	10/30/1970	283	1/12/2001	358	10/27/2000	308
11/6/1970	336	11/6/1970	333	1/19/2001	332.5	11/3/2000	344
11/13/1970	314	11/13/1970	307	1/26/2001	315	11/10/2000	326
11/20/1970	314	11/20/1970	333	2/2/2001	350	11/17/2000	336
11/27/1970	337	11/27/1970	354	2/9/2001	360	11/24/2000	358
12/4/1970	308	12/4/1970	378	2/16/2001	350	12/1/2000	352
12/11/1970	306	12/11/1970	370	2/23/2001	350	12/8/2000	320
12/18/1970	289	12/18/1970	354	3/2/2001	360	12/15/2000	354
12/25/1970	321	12/25/1970	451	3/9/2001	365	12/22/2000	333
1/1/1971	303	1/1/1971	443	3/16/2001	375	12/29/2000	375
1/8/1971	288	1/8/1971	500	3/23/2001	375	1/5/2001	345
1/15/1971	299	1/15/1971	452	3/30/2001	372	1/12/2001	306
1/22/1971	312	1/22/1971	399	4/6/2001	380	1/19/2001	316
1/29/1971	292	1/29/1971	353	4/13/2001	385	1/26/2001	346
2/5/1971	296	2/5/1971	375	4/20/2001	390	2/2/2001	361
2/12/1971	282	2/12/1971	333	4/27/2001	400	2/9/2001	352
2/19/1971	268	2/19/1971	286	5/4/2001	416	2/16/2001	348
2/26/1971	290	2/26/1971	289	5/11/2001	395	2/23/2001	372
3/5/1971	297	3/5/1971	306	5/18/2001	390	3/2/2001	370
3/12/1971	287	3/12/1971	275	5/25/2001	410	3/9/2001	375
3/19/1971	291	3/19/1971	260	6/1/2001	416	3/16/2001	379
3/26/1971	300	3/26/1971	261	6/8/2001	420	3/23/2001	362
4/2/1971	299	4/2/1971	267	6/15/2001	430	3/30/2001	383
4/9/1971	279	4/9/1971	278	6/22/2001	417	4/6/2001	392
4/16/1971	284	4/16/1971	257	6/29/2001	395	4/13/2001	385
4/23/1971	288	4/23/1971	248	7/6/2001	390	4/20/2001	408
4/30/1971	290	4/30/1971	237	7/13/2001	420	4/27/2001	421
5/7/1971	293	5/7/1971	260	7/20/2001	405	5/4/2001	384
5/14/1971	284	5/14/1971	230	7/27/2001	390	5/11/2001	380
5/21/1971	295	5/21/1971	231	8/3/2001	375	5/18/2001	407
5/28/1971	299	5/28/1971	231	8/10/2001	395	5/25/2001	419
6/4/1971	301	6/4/1971	232	8/17/2001	390	6/1/2001	432
6/11/1971	295	6/11/1971	244	8/24/2001	400	6/8/2001	428
6/18/1971	299	6/18/1971	249	8/31/2001	400	6/15/2001	400
6/25/1971	291	6/25/1971	247	9/7/2001	406	6/22/2001	388
7/2/1971	277	7/2/1971	288	9/14/2001	420	6/29/2001	399
7/9/1971	264	7/9/1971	335	9/21/2001	435	7/6/2001	445
7/16/1971	313	7/16/1971	367	9/28/2001	465.5	7/13/2001	414
7/23/1971	304	7/23/1971	342	10/5/2001	510	7/20/2001	366
7/30/1971	308	7/30/1971	340	10/12/2001	480	7/27/2001	346
8/6/1971	349	8/6/1971	362	10/19/2001	500	8/3/2001	385
8/13/1971	325	8/13/1971	282	10/26/2001	505	8/10/2001	380
8/20/1971	320	8/20/1971	252	11/2/2001	500	8/17/2001	393
8/27/1971	307	8/27/1971	228	11/9/2001	475	8/24/2001	399
9/3/1971	359	9/3/1971	268	11/16/2001	453.5	8/31/2001	402
9/10/1971	312	9/10/1971	219	11/23/2001	440	9/7/2001	431
9/17/1971	302	9/17/1971	230	11/30/2001	455.5	9/14/2001	387
9/24/1971	308	9/24/1971	236	12/7/2001	465	9/21/2001	450
10/1/1971	299	10/1/1971	238	12/14/2001	440	9/28/2001	528
10/8/1971	313	10/8/1971	280	12/21/2001	400	10/5/2001	468
10/15/1971	299	10/15/1971	233	12/28/2001	392	10/12/2001	490
10/22/1971	294	10/22/1971	251	1/4/2002	425	10/19/2001	504
10/29/1971	283	10/29/1971	241	1/11/2002	430	10/26/2001	499
11/5/1971	301	11/5/1971	297	1/18/2002	395	11/2/2001	450
11/12/1971	295	11/12/1971	289	1/25/2002	380	11/9/2001	444
11/19/1971	274	11/19/1971	291	2/1/2002	390	11/16/2001	427
11/26/1971	278	11/26/1971	284	2/8/2002	380	11/23/2001	488
12/3/1971	299	12/3/1971	372	2/15/2002	375	11/30/2001	475
12/10/1971	280	12/10/1971	348	2/22/2002	383.5	12/7/2001	394
12/17/1971	269	12/17/1971	329	3/1/2002	375	12/14/2001	384
12/24/1971	244	12/24/1971	340	3/8/2002	375	12/21/2001	392
12/31/1971	279	12/31/1971	405	3/15/2002	375	12/28/2001	447
1/7/1972	295	1/7/1972	479	3/22/2002	375	1/4/2002	395
1/14/1972	250	1/14/1972	395	3/29/2002	380	1/11/2002	384
1/21/1972	263	1/21/1972	347	4/5/2002	434.5	1/18/2002	376
1/28/1972	269	1/28/1972	326	4/12/2002	411	1/25/2002	390
2/4/1972	276	2/4/1972	342	4/19/2002	425	2/1/2002	376
2/11/1972	266	2/11/1972	318	4/26/2002	405	2/8/2002	373
2/18/1972	258	2/18/1972	279	5/3/2002	407	2/15/2002	383
2/25/1972	254	2/25/1972	252	5/10/2002	405	2/22/2002	378
3/3/1972	257	3/3/1972	263	5/17/2002	410	3/1/2002	376
3/10/1972	264	3/10/1972	257	5/24/2002	410	3/8/2002	377
3/17/1972	266	3/17/1972	241	5/31/2002	405	3/15/2002	371
3/24/1972	264	3/24/1972	231	6/7/2002	394	3/22/2002	394
3/31/1972	258	3/31/1972	224	6/14/2002	386	3/29/2002	460
4/7/1972	274	4/7/1972	271	6/21/2002	390	4/5/2002	438
4/14/1972	259	4/14/1972	237	6/28/2002	385	4/12/2002	445
4/21/1972	259	4/21/1972	223	7/5/2002	387	4/19/2002	421
4/28/1972	265	4/28/1972	214	7/12/2002	395	4/26/2002	418
5/5/1972	271	5/5/1972	234	7/19/2002	385	5/3/2002	411
5/12/1972	266	5/12/1972	218	7/26/2002	373.5	5/10/2002	418
5/19/1972	267	5/19/1972	210	8/2/2002	385	5/17/2002	416
5/26/1972	267	5/26/1972	209	8/9/2002	380	5/24/2002	410
6/2/1972	264	6/2/1972	198	8/16/2002	385	5/31/2002	383
6/9/1972	268	6/9/1972	224	8/23/2002	385	6/7/2002	390
6/16/1972	275	6/16/1972	227	8/30/2002	395	6/14/2002	393
6/23/1972	286	6/23/1972	240	9/6/2002	400	6/21/2002	388
6/30/1972	350	6/30/1972	327	9/13/2002	410	6/28/2002	382
7/7/1972	297	7/7/1972	364	9/20/2002	420	7/5/2002	403
7/14/1972	318	7/14/1972	367	9/27/2002	410	7/12/2002	379
7/21/1972	276	7/21/1972	299	10/4/2002	410	7/19/2002	362
7/28/1972	247	7/28/1972	266	10/11/2002	398.5	7/26/2002	387
8/4/1972	250	8/4/1972	256	10/18/2002	405	8/2/2002	376
8/11/1972	246	8/11/1972	220	10/25/2002	400	8/9/2002	388
8/18/1972	256	8/18/1972	203	11/1/2002	400	8/16/2002	389
8/25/1972	262	8/25/1972	195	11/8/2002	395.5	8/23/2002	403
9/1/1972	258	9/1/1972	192	11/15/2002	395	8/30/2002	403
9/8/1972	259	9/8/1972	178	11/22/2002	385	9/6/2002	426
9/15/1972	258	9/15/1972	196	11/29/2002	370	9/13/2002	424
9/22/1972	255	9/22/1972	193	12/6/2002	380	9/20/2002	406
9/29/1972	251	9/29/1972	192	12/13/2002	400	9/27/2002	417
10/6/1972	263	10/6/1972	233	12/20/2002	405	10/4/2002	384
10/13/1972	250	10/13/1972	202	12/27/2002	380	10/11/2002	411
10/20/1972	257	10/20/1972	214	1/3/2003	394	10/18/2002	389
10/27/1972	234	10/27/1972	196	1/10/2003	395	10/25/2002	410
11/3/1972	255	11/3/1972	242	1/17/2003	380	11/1/2002	390
11/10/1972	242	11/10/1972	236	1/24/2003	385	11/8/2002	388
11/17/1972	271	11/17/1972	280	1/31/2003	390	11/15/2002	376
11/24/1972	235	11/24/1972	238	2/7/2003	390	11/22/2002	364
12/1/1972	226	12/1/1972	268	2/14/2003	385	11/29/2002	355
12/8/1972	252	12/8/1972	317	2/21/2003	390	12/6/2002	441
12/15/1972	263	12/15/1972	323	2/28/2003	404	12/13/2002	433
12/22/1972	246	12/22/1972	327	3/7/2003	417	12/20/2002	378
12/29/1972	225	12/29/1972	338	3/14/2003	415	12/27/2002	403
1/5/1973	226	1/5/1973	345	3/21/2003	420	1/3/2003	389
1/12/1973	245	1/12/1973	412	3/28/2003	410	1/10/2003	360
1/19/1973	229	1/19/1973	324	4/4/2003	425	1/17/2003	381
1/26/1973	214	1/26/1973	267	4/11/2003	410	1/24/2003	397
2/2/1973	228	2/2/1973	285	4/18/2003	425	1/31/2003	391
2/9/1973	226	2/9/1973	276	4/25/2003	430	2/7/2003	377
2/16/1973	216	2/16/1973	242	5/2/2003	440	2/14/2003	402
2/23/1973	218	2/23/1973	220	5/9/2003	426.5	2/21/2003	417
3/2/1973	225	3/2/1973	233	5/16/2003	418	2/28/2003	430
3/9/1973	229	3/9/1973	227	5/23/2003	420	3/7/2003	420
3/16/1973	228	3/16/1973	212	5/30/2003	420	3/14/2003	421
3/23/1973	232	3/23/1973	209	6/6/2003	425	3/21/2003	402
3/30/1973	222	3/30/1973	193	6/13/2003	425	3/28/2003	445
4/6/1973	247	4/6/1973	244	6/20/2003	415	4/4/2003	405
4/13/1973	230	4/13/1973	212	6/27/2003	410	4/11/2003	442
4/20/1973	243	4/20/1973	211	7/4/2003	420	4/18/2003	455
4/27/1973	236	4/27/1973	194	7/11/2003	425	4/25/2003	448
5/4/1973	248	5/4/1973	214	7/18/2003	415	5/2/2003	425
5/11/1973	238	5/11/1973	198	7/25/2003	400	5/9/2003	417
5/18/1973	237	5/18/1973	189	8/1/2003	395	5/16/2003	428
5/25/1973	238	5/25/1973	190	8/8/2003	393	5/23/2003	424
6/1/1973	232	6/1/1973	173	8/15/2003	395	5/30/2003	442
6/8/1973	246	6/8/1973	210	8/22/2003	390	6/6/2003	430
6/15/1973	237	6/15/1973	198	8/29/2003	393	6/13/2003	421
6/22/1973	242	6/22/1973	206	9/5/2003	400	6/20/2003	404
6/29/1973	237	6/29/1973	215	9/12/2003	410	6/27/2003	430
7/6/1973	248	7/6/1973	309	9/19/2003	400	7/4/2003	439
7/13/1973	232	7/13/1973	270	9/26/2003	395	7/11/2003	412
7/20/1973	241	7/20/1973	259	10/3/2003	395	7/18/2003	386
7/27/1973	250	7/27/1973	265	10/10/2003	385	7/25/2003	388
8/3/1973	256	8/3/1973	262	10/17/2003	385	8/1/2003	390
8/10/1973	265	8/10/1973	238	10/24/2003	385	8/8/2003	398
8/17/1973	258	8/17/1973	207	10/31/2003	380	8/15/2003	386
8/24/1973	254	8/24/1973	190	11/7/2003	365	8/22/2003	394
8/31/1973	242	8/31/1973	180	11/14/2003	365	8/29/2003	413
9/7/1973	252	9/7/1973	177	11/21/2003	359	9/5/2003	422
9/14/1973	245	9/14/1973	186	11/28/2003	354	9/12/2003	399
9/21/1973	246	9/21/1973	187	12/5/2003	358	9/19/2003	381
9/28/1973	249	9/28/1973	191	12/12/2003	365	9/26/2003	399
10/5/1973	236	10/5/1973	210	12/19/2003	355	10/3/2003	382
10/12/1973	246	10/12/1973	207	12/26/2003	350	10/10/2003	384
10/19/1973	249	10/19/1973	208	1/2/2004	345	10/17/2003	386
10/26/1973	235	10/26/1973	200	1/9/2004	350	10/24/2003	386
11/2/1973	246	11/2/1973	230	1/16/2004	345	10/31/2003	348
11/9/1973	282	11/9/1973	277	1/23/2004	340	11/7/2003	366
11/16/1973	254	11/16/1973	261	1/30/2004	340	11/14/2003	355
11/23/1973	233	11/23/1973	237	2/6/2004	345	11/21/2003	351
11/30/1973	256	11/30/1973	299	2/13/2004	355	11/28/2003	365
12/7/1973	266	12/7/1973	345	2/20/2004	345	12/5/2003	378
12/14/1973	272	12/14/1973	340	2/27/2004	345	12/12/2003	353
12/21/1973	326	12/21/1973	429	3/5/2004	343	12/19/2003	353
12/28/1973	300	12/28/1973	461	3/12/2004	345	12/26/2003	339
1/4/1974	269	1/4/1974	405	3/19/2004	340	1/2/2004	353
1/11/1974	340	1/11/1974	584	3/26/2004	340	1/9/2004	343
1/18/1974	321	1/18/1974	465	4/2/2004	340	1/16/2004	341
1/25/1974	291	1/25/1974	373	4/9/2004	335	1/23/2004	342
2/1/1974	302	2/1/1974	381	4/16/2004	340	1/30/2004	356
2/8/1974	369	2/8/1974	459	4/23/2004	343	2/6/2004	363
2/15/1974	311	2/15/1974	352	4/30/2004	335	2/13/2004	344
2/22/1974	292	2/22/1974	296	5/7/2004	325	2/20/2004	350
3/1/1974	301	3/1/1974	313	5/14/2004	328	2/27/2004	345
3/8/1974	305	3/8/1974	310	5/21/2004	335	3/5/2004	341
3/15/1974	315	3/15/1974	293	5/28/2004	335	3/12/2004	336
3/22/1974	314	3/22/1974	285	6/4/2004	335	3/19/2004	339
3/29/1974	323	3/29/1974	279	6/11/2004	340	3/26/2004	342
4/5/1974	296	4/5/1974	288	6/18/2004	340	4/2/2004	328
4/12/1974	297	4/12/1974	278	6/25/2004	342	4/9/2004	360
4/19/1974	296	4/19/1974	256	7/2/2004	341	4/16/2004	353
4/26/1974	283	4/26/1974	235	7/9/2004	345	4/23/2004	338
5/3/1974	287	5/3/1974	243	7/16/2004	345	4/30/2004	315
5/10/1974	296	5/10/1974	249	7/23/2004	340	5/7/2004	331
5/17/1974	298	5/17/1974	238	7/30/2004	340	5/14/2004	345
